Employer,City,State,CEI Rating
Baker Donelson Bearman Caldwell & Berkowitz PC,Memphis,TN,85
Baldor Electric Co.,Fort Smith,AR,50
Ball Corp.,Broomfield,CO,58
Ballard  Spahr Andrews & Ingersoll LLP,Philadelphia,PA,80
Bank of America Corp.,Charlotte,NC,100
Bank of New York Mellon Corp.,New York,NY,100
The Barclays Capital,New York,NY,100
Barnes & Noble Inc.,New York,NY,100
BASF Corp.,Florham Park,NJ,85
Bausch & Lomb Inc.,Rochester,NY,50
Baxter International Inc.,Deerfield,IL,80
Bayer Corp.,Pittsburgh,PA,85
BB&T Corp.,Winston-Salem,NC,48
Best Buy Co. Inc.,Richfield,MN,72
Bingham McCutchen LLP,Boston,MA,100
Black & Decker Corp.,Towson,MD,55
BMC Software Inc.,Houston,TX,100
BNSF Railway Co.,Fort Worth,TX,30
Boehringer Ingelheim Pharmaceuticals Inc.,Ridgefield,CT,100
Boeing Co.,Chicago,IL,100
Booz Allen Hamilton Inc.,McLean,VA,90
Borders Group Inc.,Ann Arbor,MI,60
Boston Consulting Group,Boston,MA,100
BP America Inc.,Houston,TX,100
Bridgestone Americas Holding Inc.,Nashville,TN,50
Bright Horizons Family Solutions Inc.,Watertown,MA,100
Brinker International Inc.,Dallas,TX,88
Bristol-Myers Squibb Co.,New York,NY,100
Brown Rudnick LLP,Boston,MA,100
Brown-Forman Corp.,Louisville,KY,20
Bryan Cave LLP,St. Louis,MO,100
C&S Wholesale Grocers Inc.,Keene,NH,30
Cadwalader Wickersham & Taft LLP,New York,NY,100
Calpine Corp.,San Jose,CA,100
Campbell Soup Co.,Camden,NJ,100
Canadian Imperial Bank of Commerce,New York,NY,95
Capital One Financial Corp.,McLean,VA,100
Cardinal Health,Dublin,OH,100
Cargill Inc.,Wayzata,MN,100
Carlson Companies Inc.,Minnetonka,MN,100
Carlton Fields,Tampa,FL,90
Carmax Inc.,Richmond,VA,100
Caterpillar Inc.,Peoria,IL,55
CBRL Group Inc. (Cracker Barrel),Lebanon,TN,15
CDW Corp.,Vernon Hills,IL,42
Cerner Corp.,Kansas City,MO,85
CH2M HILL Companies Ltd.,Englewood,CO,85
Chadbourne & Parke LLP,New York,NY,80
Chamberlin Edmonds & Associates Inc.,Atlanta,GA,89
Charles Schwab Corp.,San Francisco,CA,100
The Chevron Corp.,San Ramon,CA,100
ChoicePoint Inc.,Alpharetta,GA,100
Chrysler LLC,Auburn Hills,MI,100
Chubb Corp.,Warren,NJ,100
CIGNA Corp.,Philadelphia,PA,95
Circuit City Stores Inc.,Richmond,VA,40
Cisco Systems Inc.,San Jose,CA,100
Citigroup Inc.,New York,NY,100
Clear Channel Communications Inc.,San Antonio,TX,30
Cleary Gottlieb  Steen & Hamilton LLP,New York,NY,100
Clifford Chance US LLP,New York,NY,100
Clorox Co.,Oakland,CA,100
CNA Insurance,Chicago,IL,93
Coca-Cola Co. The,Atlanta,GA,100
Coca-Cola Enterprises Inc.,Atlanta,GA,100
Colgate-Palmolive Co.,New York,NY,73
Comcast Corp.,Philadelphia,PA,63
Comerica Inc.,Dallas,TX,100
Compass Group USA Inc.,Charlotte,NC,65
Compuware Corp.,Detroit,MI,93
ConAgra Foods Inc.,Omaha,NE,100
ConocoPhillips,Houston,TX,50
Consolidated Edison Co.,New York,NY,95
Constellation Energy Group Inc.,Baltimore,MD,100
Continental Airlines Inc.,Houston,TX,100
Convergys Corp.,Cincinnati,OH,80
Cooper Tire & Rubber,Findlay,OH,33
Coors Brewing Co.,Denver,CO,100
Corbis Corp.,Seattle,WA,80
Corning Inc.,Corning,NY,100
Costco Wholesale Corp.,Issaquah,WA,93
Covington & Burling LLP,Washington DC,DC,100
Cox Enterprises Inc./Cox Communications Inc.,Atlanta,GA,100
Cravath Swaine & Moore LLP,New York,NY,100
Credit Suisse USA Inc.,New York,NY,100
Crowell & Moring LLP,Washington DC,DC,93
CSX Corp.,Jacksonville,FL,75
Cummins Inc.,Columbus,IN,100
CUNA Mutual Insurance Group,Madison,WI,100
CVS Corp.,Woonsocket,RI,90
Dana Holding Corp.,Toledo,OH,20
Darden Restaurants,Orlando,FL,80
Davis Wright Tremaine LLP,Seattle,WA,100
Davis Polk & Wardwell,New York,NY,95
Dean Foods Co.,Dallas,TX,73
Debevoise & Plimpton LLP,New York,NY,100
Deere & Co.,Moline,IL,93
Dell Inc.,Round Rock,TX,85
Deloitte LLP,New York,NY,100
Delphi Corp.,Troy,MI,30
Delta Air Lines Inc.,Atlanta,GA,85
Deutsche Bank,New York,NY,100
Dewey & LeBoeuf LLP,New York,NY,100
Diageo North America,Norwalk,CT,100
Dickstein Shapiro LLP,Washington DC,DC,100
Discover Financial Services,Riverwoods,IL,58
DLA Piper,Baltimore,MD,100
Dole Food Co. Inc.,Westlake Village,CA,30
Dollar Thrifty Automotive Group Inc.,Tulsa,OK,20
Dominion Resources Inc.,Richmond,VA,85
Domino’s Pizza Inc.,Ann Arbor,MI,43
Dorsey & Whitney LLP,Minneapolis,MN,100
Dow Chemical Co.,Midland,MI,100
Dow Jones & Co. Inc.,New York,NY,100
DPR Construction Inc.,Redwood City,CA,73
Drinker Biddle & Reath LLP,Philadelphia,PA,95
DTE Energy Co.,Detroit,MI,75
Duane Morris LLP,Philadelphia,PA,95
Duke Energy Corp.,Charlotte,NC,75
Dun & Bradstreet Corp.,Short Hills,NJ,90
DuPont (E.I. du Pont de Nemours),Wilmington,DE,74
Dykema Gossett PLLC,Detroit,MI,90
E*TRADE Financial Corp.,New York,NY,93
EarthLink Inc.,Atlanta,GA,100
Eastman Kodak Co.,Rochester,NY,88
eBay Inc.,San Jose,CA,100
Edison International,Rosemead,CA,100
Edwards Angell Palmer & Dodge LLP,Boston,MA,100
Electronic Arts Inc.,Redwood City,CA,100
Electronic Data Systems Corp.,Plano,TX,95
Eli Lilly & Co.,Indianapolis,IN,100
EMC Corp.,Hopkinton,MA,95
Emerson Electric Co.,St. Louis,MO,30
Entergy Corp.,New Orleans,LA,95
Enterprise Rent-A-Car Co.,St. Louis,MO,100
Ernst & Young LLP,New York,NY,100
Estee Lauder Companies,New York,NY,95
Esurance Inc.,San Francisco,CA,93
Exelon Corp.,Chicago,IL,100
Expedia Inc.,Bellevue,WA,100
Exxon Mobil Corp.,Irving,TX,40
Faegre & Benson LLP,Minneapolis,MN,100
Fisher Scientific International,Hampton,NH,40
Foley & Lardner LLP,Milwaukee,WI,100
Foley Hoag LLP,Boston,MA,100
Food Lion LLC,Salisbury,NC,60
Ford Motor Co.,Dearborn,MI,100
Franklin Resources Inc.,San Mateo,CA,50
Freddie Mac,McLean,VA,80
Freescale Semiconductor Inc.,Austin,TX,73
"Fried Frank  Harris	 Shriver & Jacobson LLP",New York,NY,100
Frost Brown Todd LLC,Cincinnati,OH,85
Fulbright & Jaworski LLP,Houston,TX,95
GameStop Corp.,Grapevine,TX,40
Gannett Co. Inc.,McLean,VA,95
Gap Inc.,San Francisco,CA,100
Genentech Inc.,South San Francisco,CA,95
General Dynamics Corp.,Falls Church,VA,40
General Electric Co.,Fairfield,CT,80
General Mills Inc.,Minneapolis,MN,95
General Motors Corp.,Detroit,MI,100
Gibson Dunn & Crutcher LLP,Los Angeles,CA,100
GlaxoSmithKline plc,Philadelphia,PA,100
Global Hyatt Corp.,Chicago,IL,100
Goldman Sachs Group Inc.,New York,NY,100
Goodwin Procter LLP,Boston,MA,100
Google Inc.,Mountain View,CA,100
Gordon & Rees LLP,San Francisco,CA,100
Group Health Cooperative,Seattle,WA,70
H&R Block,Kansas City,MO,85
H.E. Butt Grocery Co.,San Antonio,TX,100
H.J. Heinz Co.,Pittsburgh,PA,80
Hain Celestial Group Inc.,Melville,NY,55
Hallmark Cards Inc.,Kansas City,MO,60
Hannaford Brothers,Portland,ME,90
Harrah’s Entertainment Inc.,Las Vegas,NV,100
Harris Bankcorp Inc.,Chicago,IL,90
Harris Interactive Inc.,Rochester,NY,70
Harry & David Holdings Inc.,Medford,OR,83
Hartford Financial Services Co.,Hartford,CT,100
Harvard Pilgrim Health Care Inc.,Wellesley,MA,100
Hasbro Inc.,Pawtucket,RI,60
Haynes and Boone LLP,Dallas,TX,100
Health Care Service Corp.,Chicago,IL,100
Health Net Inc.,Woodland Hills,CA,100
Heller Ehrman LLP,San Francisco,CA,100
Herman Miller Inc.,Zeeland,MI,100
Hershey Co. The,Hershey,PA,70
Hewitt Associates,Lincolnshire,IL,100
Hewlett-Packard Co.,Palo Alto,CA,100
Hilton Hotels Corp.,Beverly Hills,CA,100
Hoffmann-La Roche Inc.,Nutley,NJ,95
Hogan & Hartson LLP,Washington DC,DC,100
Holland & Knight LLP,Miami,FL,100
Holme Roberts & Owen LLP,Denver,CO,100
Home Depot Inc.,Atlanta,GA,85
Honeywell International Inc.,Morristown,NJ,100
Hospira Inc.,Lake Forest,IL,100
Host Hotels & Resorts,Bethesda,MD,100
Hotels.com LP,Dallas,TX,85
Howard & Howard Attorneys PC,Kalamazoo,MI,48
Howrey LLP,Washington DC,DC,100
HSBC - North America,Mettawa,IL,100
Humana Inc.,Louisville,KY,45
Huntington Bancshares,Columbus,OH,45
Hunton & Williams LLP,Richmond,VA,100
Husch Blackwell Sanders LLP,Kansas City,MO,85
IKON Office Solutions,Malvern,PA,65
Illinois Tool Works Inc.,Glenview,IL,88
Imation Corp.,Oakdale,MN,85
IndyMac Bancorp Inc.,Pasadena,CA,100
ING North America Insurance Corp.,Atlanta,GA,100
Intel Corp.,Santa Clara,CA,87
International Business Machines Corp. (IBM),Armonk,NY,100
International Paper Co.,Memphis,TN,70
Interpublic Group of Companies Inc.,New York,NY,100
Intuit Inc.,Mountain View,CA,100
ITT Industries Inc.,White Plains,NY,75
J.C. Penney Co. Inc.,Plano,TX,100
J.P. Morgan Chase & Co.,New York,NY,100
Jacobs Engineering Group Inc.,Pasadena,CA,40
Jenner & Block LLP,Chicago,IL,100
JetBlue Airways Corp.,Forest Hills,NY,95
John Hancock Financial Services Inc.,Boston,MA,88
Johnson & Johnson,New Brunswick,NJ,100
Jones Apparel Group Inc.,New York,NY,55
Kaiser Permanente,Oakland,CA,100
Katten Muchin Rosenman LLP,Chicago,IL,85
Kaye Scholer LLP,New York,NY,100
KB Home,Los Angeles,CA,100
Keane Inc.,Boston,MA,90
Kelley Drye & Warren LLP,New York,NY,95
Kellogg Co.,Battle Creek,MI,60
Kenneth Cole Productions Inc.,New York,NY,100
KeyCorp,Cleveland,OH,100
Kilpatrick Stockton LLP,Atlanta,GA,95
Kimberly-Clark Corp.,Irving,TX,100
Kimpton Hotel & Restaurant Group Inc.,San Francisco,CA,100
King & Spalding LLP,Atlanta,GA,95
Kirkland & Ellis LLP,Chicago,IL,95
KLA-Tencor Corp.,San Jose,CA,58
KPMG LLP,New York,NY,100
Kraft Foods Inc.,Northfield,IL,100
Kramer Levin Naftalis & Frankel LLP,New York,NY,95
Kroger Co. The,Cincinnati,OH,75
L.L. Bean Inc.,Freeport,ME,73
Laclede Group Inc.,St. Louis,MO,53
Land O'Lakes,Arden Hills,MN,53
LaSalle Bank Corp.,Chicago,IL,95
Lauren Manufacturing Co.,New Philadelphia,OH,20
Lear Corp.,Southfield,MI,20
Lehman Brothers Holdings Inc.,New York,NY,100
Levi Strauss & Co.,San Francisco,CA,100
Lexmark International Inc.,Lexington,KY,100
Lillian Vernon Corp.,White Plains,NY,100
Limited Brands Inc.,Columbus,OH,100
Lincoln National Corp.,Radnor,PA,100
Littler Mendelson PC,San Francisco,CA,100
Liz Claiborne Inc.,New York,NY,100
Lockheed Martin Corp.,Bethesda,MD,100
Lord Bissell & Brook,Chicago,IL,100
Luce Forward Hamilton & Scripps LLP,San Diego,CA,90
Macy's Inc.,Cincinnati,OH,100
Manatt Phelps & Phillips LLP,Los Angeles,CA,100
Marriott International Inc.,Bethesda,MD,100
Mars Inc.,Mt. Olive,NJ,48
Marsh & McLennan Companies Inc.,New York,NY,100
Massachusetts Mutual Life Insurance Co.,Springfield,MA,100
MasterCard Inc.,Purchase,NY,100
Mattel Inc.,El Segundo,CA,100
Mayer Brown LLP,Chicago,IL,100
McAfee Inc.,Santa Clara,CA,100
McCarter & English LLP,Newark,NJ,90
McDermott Will & Emery LLP,Chicago,IL,100
McDonald's Corp.,Oak Brook,IL,85
McGraw-Hill Companies Inc. The,New York,NY,80
McGuireWoods LLP,Richmond,VA,95
McKenna Long & Aldridge LLP,Atlanta,GA,100
McKesson Corp.,San Francisco,CA,68
McKinsey & Co. Inc.,New York,NY,100
MeadWestvaco Corp.,Glen Allen,VA,88
Medtronic Inc.,Minneapolis,MN,93
Meijer Inc.,Grand Rapids,MI,15
Men's Wearhouse Inc. The,Houston,TX,75
Merck & Co. Inc.,Whitehouse Station,NJ,100
Merrill Lynch & Co. Inc.,New York,NY,100
MetLife Inc.,New York,NY,100
MGM Mirage,Las Vegas,NV,88
Microsoft Corp.,Redmond,WA,100
Milbank Tweed Hadley & McCloy LLP,New York,NY,100
Miller Brewing Co.,Milwaukee,WI,88
Mintz Levin Cohn Ferris Glovsky & Popeo PC,Boston,MA,100
Mirant Corp.,Atlanta,GA,45
Mitchell Gold + Bob Williams,Taylorsville,NC,100
Mohawk Industries Inc.,Calhoun,GA,65
Monsanto Co.,St. Louis,MO,85
Moody’s Corp.,New York,NY,100
Morgan Lewis & Bockius LLP,Philadelphia,PA,100
Morgan Stanley,New York,NY,100
Morningstar Inc.,Chicago,IL,58
Morrison & Foerster LLP,San Francisco,CA,100
Motorola Inc.,Schaumburg,IL,100
Mutual of Omaha Insurance,Omaha,NE,100
National City Corp.,Cleveland,OH,88
National Grid USA,Brooklyn,NY,100
Nationwide,Columbus,OH,100
NCR Corp.,Dayton,OH,75
Nestle Purina PetCare Co.,St. Louis,MO,80
New York Life Insurance Co.,New York,NY,100
New York Times Co. The,New York,NY,100
Newell Rubbermaid Inc.,Atlanta,GA,100
Nielsen Co. The,Schaumburg,IL,100
Nike Inc.,Beaverton,OR,100
Nissan North America Inc.,Nashville,TN,100
Nixon Peabody LLP,New York,NY,100
Nokia,Irving,TX,55
Nordstrom Inc.,Seattle,WA,100
Nortel Networks Corp.,Richardson,TX,60
Northeast Utilities,Berlin,CT,55
Northern Trust Corp.,Chicago,IL,90
Northrop Grumman Corp.,Los Angeles,CA,100
Northwest Airlines Corp.,Eagan,MN,80
Novartis Pharmaceutical Corp.,East Hanover,NJ,100
Office Depot Inc.,Delray Beach,FL,85
OfficeMax Inc.,Naperville,IL,100
O'Melveny & Myers LLP,Los Angeles,CA,100
Omnicom Group,New York,NY,100
Oracle Corp.,Redwood City,CA,100
Orbitz Worldwide Inc.,Chicago,IL,85
Orrick Herrington & Sutcliffe LLP,San Francisco,CA,100
Owens & Minor Inc.,Mechanicsville,VA,55
Owens Corning,Toledo,OH,55
Pacific Mutual Holding Co.,Newport Beach,CA,100
PacifiCorp,Portland,OR,85
Palm Management Corp.,Washington DC,DC,78
Pathmark Stores Inc.,Carteret,NJ,50
Patterson Belknap Webb & Tyler LLP,New York,NY,100
Paul Hastings Janofsky & Walker LLP,Los Angeles,CA,100
Paul Weiss Rifkind Wharton & Garrison LLP,New York,NY,100
Pepco Holdings Inc.,Washington DC,DC,55
Pepper Hamilton LLP,Philadelphia,PA,90
Pepsi Bottling Group Inc. The,Somers,NY,100
PepsiAmericas Inc.,Minneapolis,MN,95
PepsiCo Inc.,Purchase,NY,100
Perkins & Will Group The,Chicago,IL,55
Perkins Coie,Seattle,WA,100
Perot Systems Corp.,Plano,TX,40
Pfizer Inc.,New York,NY,100
PG&E Corp.,San Francisco,CA,100
Pillsbury Winthrop Shaw Pittman LLP,San Francisco,CA,100
Pitney Bowes Inc.,Stamford,CT,100
PNC Financial Services Group Inc.,Pittsburgh,PA,80
PNM Resources Inc.,Albuquerque,NM,100
Polaroid Corp.,Waltham,MA,60
Polsinelli Shalton Welte Suelthaus PC,Kansas City,MO,80
Powell Goldstein LLP,Atlanta,GA,100
PPG Industries Inc.,Pittsburgh,PA,70
PPL Corp.,Allentown,PA,85
Praxair Inc.,Danbury,CT,50
PricewaterhouseCoopers LLP,New York,NY,100
Principal Financial Group,Des Moines,IA,95
Procter & Gamble Co.,Cincinnati,OH,85
Progress Energy Inc.,Raleigh,NC,100
Progressive Corp. The,Mayfield Village,OH,100
Proskauer Rose LLP,New York,NY,100
Prudential Financial Inc.,Newark,NJ,100
QUALCOMM Inc.,San Diego,CA,85
Quarles & Brady LLP,Milwaukee,WI,80
Quest Diagnostics Inc.,Madison,NJ,85
Qwest Communications International Inc.,Denver,CO,85
R.R. Donnelley & Sons Co.,Chicago,IL,55
RadioShack Corp.,Fort Worth,TX,40
Raymond James Financial Inc.,St. Petersburg,FL,71
Raytheon Co.,Waltham,MA,100
Realogy Corp.,Parsippany,NJ,80
Recreational Equipment Inc.,Kent,WA,100
Reebok International,Canton,MA,68
Reed Smith LLP,Pittsburgh,PA,100
Reliant Energy Inc.,Houston,TX,75
Replacements Ltd.,McLeansville,NC,100
Reynolds American Inc.,Winston-Salem,NC,100
Rite Aid Corp.,Camp Hill,PA,85
Robins Kaplan Miller & Ciresi LLP,Minneapolis,MN,100
Rockwell Collins Inc.,Cedar Rapids,IA,75
Rohm and Haas Co.,Philadelphia,PA,80
Ropes & Gray LLP,Boston,MA,100
Royal Caribbean Cruises Ltd.,Miami,FL,55
Ryder System Inc.,Miami,FL,93
Ryland Group,Calabasas,CA,80
Sabre Holdings Inc.,Southlake,TX,100
SAFECO Corp.,Seattle,WA,75
Safeway Inc.,Pleasanton,CA,60
Sanofi-Aventis U.S. LLC,Bridgewater,NJ,85
SAP America Inc.,Newton Square,PA,100
Sara Lee Corp.,Downers Grove,IL,100
Saul Ewing LLP,Philadelphia,PA,87
S.C. Johnson & Son Inc.,Racine,WI,95
Schering-Plough Corp.,Kenilworth,NJ,100
Schiff Hardin LLP,Chicago,IL,100
Scholastic Corp.,New York,NY,100
Schulte Roth & Zabel LLP,New York,NY,80
Seagate Technology LLC,Scotts Valley,CA,100
Sears Holdings Corp.,Hoffman Estates,IL,100
Sedgwick Detert Moran & Arnold LLP,San Francisco,CA,100
Selective Insurance Group,Branchville,NJ,100
Sempra Energy,San Diego,CA,100
Severn Trent Services Inc.,Fort Washington DC,PA,100
Seyfarth Shaw LLP,Chicago,IL,100
Shell Oil Co.,Houston,TX,100
Sheppard Mullin Richter & Hampton LLP,Los Angeles,CA,95
Shook Hardy & Bacon LLP,Kansas City,MO,100
Sidley Austin LLP,Chicago,IL,100
Sierra Health Services Inc.,Las Vegas,NV,88
Sirius Satellite Radio Inc.,New York,NY,80
Skadden Arps Slate Meagher & Flom LLP,New York,NY,100
SLM Corp. (Sallie Mae),Reston,VA,60
Sodexo Inc.,Gaithersburg,MD,100
Software House International,Somerset,NJ,100
Sonnenschein Nath & Rosenthal LLP,Chicago,IL,100
Southern California Edison Co.,Rosemead,CA,100
Southern Co.,Atlanta,GA,85
Southwest Airlines Co.,Dallas,TX,100
Sprint Nextel Corp.,Overland Park,KS,100
Squire Sanders & Dempsey LLP,Cleveland,OH,100
SRA International Inc.,Fairfax,VA,75
Staples Inc.,Framingham,MA,93
Starbucks Corp.,Seattle,WA,100
Starcom MediaVest Group,Chicago,IL,100
Starwood Hotels & Resorts Worldwide,White Plains,NY,100
State Farm Group,Bloomington,IL,31
State Street Corp.,Boston,MA,100
Steelcase Inc.,Grand Rapids,MI,60
Steptoe & Johnson LLP,Washington DC,DC,100
Stinson Morrison Hecker LLP,Kansas City,MO,95
Stoel Rives LLP,Portland,OR,100
Subaru of America Inc.,Cherry Hill,NJ,70
Sullivan & Cromwell LLP,New York,NY,100
Sun Life Financial Inc. (U.S.),Wellesley Hills,MA,93
Sun Microsystems Inc.,Santa Clara,CA,100
SunTrust Banks Inc.,Atlanta,GA,100
Supervalu Inc.,Eden Prairie,MN,100
Sutherland Asbill & Brennan LLP,Atlanta,GA,94
Symantec Corp.,Cupertino,CA,100
Target Corp.,Minneapolis,MN,100
Teachers Insurance and Annuity Association - College Retirement Equities Fund,New York,NY,78
Tech Data Corp.,Clearwater,FL,100
Tenet Healthcare,Dallas,TX,35
Texas Instruments Inc.,Dallas,TX,100
Thelen Reid Brown Raysman & Steiner LLP,San Francisco,CA,95
Thompson Coburn LLP,St. Louis,MO,100
Tiffany & Co.,New York,NY,68
Time Warner Inc.,New York,NY,100
TJX Companies Inc. The,Framingham,MA,100
Toyota Financial Services Corp.,Torrance,CA,100
Toyota Motor Sales USA Inc.,Torrance,CA,100
Toys 'R' Us Inc.,Wayne,NJ,85
Travel Impressions Ltd.,Farmington,NY,93
Travelers Companies Inc. The,St. Paul,MN,50
Travelport Inc.,Parsippany,NJ,100
Troutman Sanders LLP,Atlanta,GA,100
U.S. Bancorp,Minneapolis,MN,100
U.S. Foodservice Inc.,Rosemont,IL,58
UAL Corp. (United Airlines),Chicago,IL,88
UBS AG,Stamford,CT,100
Unilever,Englewood Cliffs,NJ,100
Union Pacific Corp.,Omaha,NE,100
Unisys Corp.,Blue Bell,PA,74
United Business Media LLC,Manhasset,NY,100
United Parcel Service Inc. (UPS),Atlanta,GA,53
United Technologies Corp.,Hartford,CT,85
UnitedHealth Group Inc.,Minnetonka,MN,85
University Hospitals of Cleveland,Cleveland,OH,100
Unum Group,Chattanooga,TN,88
US Airways Group Inc.,Tempe,AZ,100
Verizon Communications Inc.,New York,NY,73
Vertis Inc.,Baltimore,MD,100
Viacom Inc.,New York,NY,100
Vinson & Elkins LLP,Houston,TX,100
Visa,Foster City,CA,100
Vision Service Plan,Rancho Cordova,CA,100
Visteon Corp.,Van Buren Township,MI,100
Vivendi,New York,NY,35
Volkswagen of America Inc.,Herndon,VA,80
Vorys Sater Seymour & Pease LLP,Columbus,OH,100
Wachovia Corp.,Charlotte,NC,100
Wachtell Lipton Rosen & Katz LLP,New York,NY,100
Walgreen Co.,Deerfield,IL,100
Wal-Mart Stores Inc.,Bentonville,AR,40
Walt Disney Co.,Burbank,CA,100
Washington DC Mutual Inc.,Seattle,WA,81
Waste Management Inc.,Houston,TX,100
Weil  Gotshal & Manges LLP,New York,NY,100
WellPoint Inc.,Indianapolis,IN,95
Wells Fargo & Co.,San Francisco,CA,100
West,Eagan,MN,100
Weyerhaeuser Co.,Federal Way,WA,75
Whirlpool Corp.,Benton Harbor,MI,100
White & Case LLP,New York,NY,100
Whole Foods Market Inc.,Austin,TX,90
Wildman Harrold  Allen & Dixon LLP,Chicago,IL,80
Williams Companies Inc.,Tulsa,OK,55
Wilmer Cutler Pickering Hale & Dorr LLP,Washington DC,DC,100
Wilson Sonsini Goodrich & Rosati PC,Palo Alto,CA,100
Winston & Strawn LLP,Chicago,IL,100
Wisconsin Energy Corp.,Milwaukee,WI,65
Womble Carlyle Sandridge & Rice LLC,Winston-Salem,NC,85
WPP Group USA,New York,NY,65
Wyeth,Madison,NJ,80
Wyndham Worldwide Corp.,Parsippany,NJ,100
Xcel Energy Inc.,Minneapolis,MN,100
Xerox Corp.,Norwalk,CT,100
XM Satellite Radio Holdings Inc.,Washington DC,DC,100
Yahoo! Inc.,Sunnyvale,CA,93
YRC Worldwide Inc.,Overland Park,KS,100
Yum! Brands Inc.,Louisville,KY,65
Zurich North America,Schaumburg,IL,65
