Employer,City,State,CEI Rating
Checkr Inc,San Francisco,CA,95
Chemonics International Inc.,Washington DC,DC,90
Cheniere Energy Inc.,Houston,TX,5
Chesapeake Energy,Oklahoma City,OK,50
Chevron Corp.,San Ramon,CA,100
Chevron Phillips Chemical,The Woodlands,TX,75
Chewy Inc.,Dania Beach,FL,75
CHG Healthcare Inc.,Midvale,UT,75
Chico's FAS Inc.,Fort Myers,FL,35
Chipotle Mexican Grill Inc.,Newport Beach,CA,100
Choate Hall & Stewart LLP,Boston,MA,100
Chobani,New Berlin,NY,100
Choice Hotels International Inc.,Rockville,MD,100
CHS Inc.,Inver Grove Heights,MN,5
Chubb Ltd.,Philadelphia,PA,95
CIBC Bank USA,Chicago,IL,90
Cimpress USA,Waltham,MA,90
Cincinnati Financial Corp.,Fairfield,OH,5
Cintas Corp.,Cincinnati,OH,40
Circana,Chicago,IL,100
Cisco Systems Inc.,San Jose,CA,95
Cision,Chicago,IL,50
Citigroup Inc.,New York,NY,100
Citizens Financial Group,Providence,RI,100
CKE Restaurants Inc.,Franklin,TN,45
Claire's Stores Inc.,Pembroke Pines,FL,100
Clarivate Plc,Chandler,AZ,80
Cleary Gottlieb Steen & Hamilton LLP,New York,NY,100
Clifford Chance US LLP,New York,NY,55
Cliffs Natural Resources Inc.,Cleveland,OH,5
Clorox Co. The,Oakland,CA,100
Clozd Inc.,Palo Alto,CA,5
Cloudflare Inc.,San Francisco,CA,80
CME Group Inc.,Chicago,IL,100
CNA Financial Corporation,Chicago,IL,100
CNO Financial Group Inc.,Carmel,IN,100
CoBank,Greenwood Village,CO,85
Coca-Cola Co. The,Atlanta,GA,100
Code42 Software Inc.,Minneapolis,MN,50
Cognizant Technology Solutions Corp.,Teaneck,NJ,100
CohnReznick LLP,New York,NY,100
Coinbase Inc.,San Francisco,CA,70
Colgate-Palmolive Co.,New York,NY,100
Collaborative Solutions LLC,Reston,VA,45
Colliers International Holdings (USA) Inc.,Seattle,WA,100
Coloplast US,Minneapolis,MN,65
Columbia Sportswear Company,Portland,OR,80
Comcast NBCUniversal,Philadelphia,PA,100
Comerica Inc.,Dallas,TX,100
Commerce Bank,Kansas City,MO,90
Commercial Metals,Irving,TX,5
Commonwealth Equity Services LLC dba Commonwealth Financial Network,Waltham,MA,95
Commscope,Hickory,NC,5
Community Care Behavioral Health Organization,Pittsburgh,PA,100
Community Health Systems Inc.,Franklin,TN,5
Compass,New York,NY,0
Conagra Brands Inc.,Chicago,IL,100
Conduent Incorporated,Florham Park,NJ,90
ConocoPhillips,Houston,TX,90
Consolidated Edison Inc.,New York,NY,50
Constellation Brands Inc.,Victor,NY,95
Constellation Energy Corporation,Baltimore,MD,85
Consumers Energy,Jackson,MI,50
Convergys Corp.,Cincinnati,OH,40
Cooley LLP,Palo Alto,CA,100
CooperCompanies,San Ramon,CA,100
CoreLogic,Irvine,CA,80
Core-Mark Holding Company Inc.,Westlake,TX,25
Cornerstone OnDemand Inc.,Santa Monica,CA,45
Cornerstone Research,San Francisco,CA,100
Corning,Corning,NY,100
Corteva Agriscience,Wilmington,DE,95
Cosmopolitan of Las Vegas The,Las Vegas,NV,55
Costco Wholesale Corp.,Issaquah,WA,20
Coty Inc.,New York,NY,100
Covington & Burling LLP,Washington DC,DC,100
Cox Enterprises Inc.,Atlanta,GA,100
Cozen O'Connor,Philadelphia,PA,100
Cracker Barrel Old Country Store Inc.,Lebanon,TN,50
Crate and Barrel / CB2,Northbrook,IL,50
Cravath Swaine & Moore LLP,New York,NY,75
Creative Artists Agency LLC,Los Angeles,CA,100
Criteo,New York,NY,70
CrowdStrike Inc.,Austin,TX,100
Crowe LLP,Chicago,IL,95
Crowell & Moring LLP,Washington DC,DC,100
Crowley Corporation,Jacksonville,FL,80
Crown Holdings,Philadelphia,PA,5
Cruise,San Francisco,CA,100
Crum & Forster,Morristown,NJ,85
CSAA Insurance Group,Walnut Creek,CA,100
CSG International,Englewood,CO,70
CSX Corp.,Jacksonville,FL,70
Cubic Corporation,San Diego,CA,55
Cue Health,San Diego,CA,100
Cummins Inc.,Columbus,IN,100
CUNA Mutual Group,Madison,WI,100
Cushman & Wakefield,Chicago,IL,100
CVS Health Corp.,Woonsocket,RI,100
Daimler Trucks North America LLC,Portland,OR,50
Dana Inc.,Maumee,OH,80
Danaher Corp.,Washington DC,DC,95
Daniel J. Edelman Inc.,New York,NY,100
Danone North America,White Plains,NY,100
Darden Restaurants Inc.,Orlando,FL,100
Dataminr,New York,NY,90
Davis Polk & Wardwell LLP,New York,NY,100
Davis Wright Tremaine LLP,Seattle,WA,95
DaVita Inc.,Denver,CO,60
Day & Zimmermann LLC,Philadelphia,PA,85
Day Pitney LLP,Parsippany,NJ,85
DCP Midstream Partners,Denver,CO,5
Debevoise & Plimpton LLP,New York,NY,100
Dechert LLP,Philadelphia,PA,100
Deere & Co.,Moline,IL,95
Del Monte Foods Inc.,Walnut Creek,CA,100
Delek US Holdings,Brentwood,TN,20
Dell Technologies Inc.,Round Rock,TX,100
Deloitte LLP,New York,NY,100
Delta Air Lines Inc.,Atlanta,GA,35
Deluxe Corp.,Shoreview,MN,100
Denny's Corp.,Spartanburg,SC,85
Dentons US LLP,Washington DC,DC,100
dentsu international,New York,NY,95
Depository Trust & Clearing Corp. The,New York,NY,100
Designer Brands,Columbus,OH,100
Deutsche Bank,New York,NY,100
Devon Energy Corp.,Oklahoma City,OK,80
Diageo North America,Norwalk,CT,100
Diamondback Energy,Midland,TX,0
Dickinson Wright PLLC,Detroit,MI,100
Dick's Sporting Goods Inc.,Coraopolis,PA,100
Diebold Nixdorf Incorporated,North Canton,OH,75
Digitas,Boston,MA,65
Dillard's Inc.,Little Rock,AR,5
Dinsmore & Shohl LLP,Cincinnati,OH,85
Direct Energy,Houston,TX,70
Discover Financial Services,Riverwoods,IL,100
Discovery Inc.,New York,NY,65
DISH Network Corp.,Englewood,CO,70
DLA Piper,Baltimore,MD,65
Dollar General Corp.,Goodlettsville,TN,80
Dollar Tree Inc.,Chesapeake,VA,85
Dominion Energy,Richmond,VA,95
Domino's Pizza Inc.,Ann Arbor,MI,100
DoorDash Inc.,San Francisco,CA,100
Dorsey & Whitney LLP,Minneapolis,MN,100
Dover Corp.,Downers Grove,IL,5
Dow,Midland,MI,100
Doximity Inc.,San Francisco,CA,100
DR Horton Inc.,Arlington,TX,5
Dropbox Inc.,San Francisco,CA,100
DTE Energy Co.,Detroit,MI,20
Duane Morris LLP,Philadelphia,PA,95
Duke Energy Corp.,Charlotte,NC,100
Dun & Bradstreet Corp. The,Jacksonville,FL,100
Dupont de Nemours Inc.,Wilmington,DE,100
DWS Investment MGT Americas Inc.,New York,NY,95
DXC Technology,Tysons,VA,95
Dykema Gossett PLLC,Detroit,MI,85
E&J Gallo Winery,Modesto,CA,85
EAB,Washington DC,DC,90
Eastern Bank Corporation/Eastern Bankshares Inc.,Boston,MA,90
Eastman Chemical Co.,Kingsport,TN,100
Eastman Kodak Co.,Rochester,NY,100
Eaton Corp.,Cleveland,OH,100
eBay Inc.,San Jose,CA,100
Ecolab Inc.,St. Paul,MN,100
Edelman Financial Engines LLC,Boston,MA,90
Edison International,Rosemead,CA,90
Edward Jones,Des Peres,MO,100
Egon Zehnder International Inc.,New York,NY,100
Electronic Arts Inc.,Redwood City,CA,100
Elevance Health,Indianapolis,IN,75
Eli Lilly & Co.,Indianapolis,IN,100
EMCOR Group Inc.,Norwalk,CT,5
EMD Serono MilliporeSigma and EMD Electronics,Burlington,MA,100
Emerson Electric Co.,St. Louis,MO,70
Emmis Communications Corporation,Indianapolis,IN,20
Empower,Greenwood Village,CO,100
Enbridge,Houston,TX,95
Encova Insurance,Columbus,OH,30
Energy Transfer Equity L.P.,Dallas,TX,5
Engie Impact,New York,NY,85
ENGIE North America,Houston,TX,90
EnLink Midstream,Dallas,TX,5
Entergy Corp.,New Orleans,LA,70
Enterprise Community Partners,Columbia,MD,80
Enterprise Holdings Inc.,St. Louis,MO,70
Enterprise Products Partners LP,Houston,TX,0
EOG Resources,Houston,TX,5
Epic Systems Corporation,Verona,WI,100
Epsilon Data Management LLC,Irving,TX,50
Epstein Becker & Green PC,New York,NY,85
EQT Corporation,Pittsburgh,PA,60
Equifax Inc.,Atlanta,GA,100
Equinix,Redwood City,CA,100
Equitable,New York,NY,95
Ericsson Inc,Plano,TX,70
Erie Insurance Group,Erie,PA,75
Ernst & Young LLP,New York,NY,100
Essendant,Deerfield,IL,65
Essential Utilities Inc.,Bryn Mawr,PA,40
Estée Lauder Companies Inc. The,New York,NY,100
Esurance Inc.,San Francisco,CA,30
Ethan Allen Interiors Inc.,Danbury,CT,45
Etsy Inc.,Brooklyn,NY,100
Eurofins,Lancaster,PA,60
Everbridge Inc.,Burlington,MA,75
Eversheds Sutherland (US) LLP,Atlanta,GA,100
Eversource Energy,Springfield,MA,45
Evolent Health Inc.,Arlington,VA,85
Excellus Health Plan Inc.,Rochester,NY,70
Exelon Corp.,Chicago,IL,100
Expedia Group,Seattle,WA,90
Expeditors International of Washington DC Inc.,Seattle,WA,5
Experian North America,Costa Mesa,CA,100
Extreme Networks,San Jose,CA,100
Exxon Mobil Corp.,Irving,TX,70
F5 Networks Inc.,Seattle,WA,45
Factor Systems LLC dba Billtrust,Trenton,NJ,100
Factory Mutual Insurance Co.,Johnston,RI,0
FactSet Research Systems Inc.,Norwalk,CT,95
Faegre Drinker Biddle & Reath LLP,Chicago,IL,95
Farmers Insurance Group,Woodland Hills,CA,100
Federal Home Loan Mortgage Corp. (Freddie Mac),McLean,VA,100
Federal National Mortgage Association (Fannie Mae),Washington DC,DC,100
Federal Reserve Bank of Atlanta,Atlanta,GA,100
Federal Reserve Bank of Boston,Boston,MA,100
Federal Reserve Bank of Chicago,Chicago,IL,100
Federal Reserve Bank of Cleveland,Cleveland,OH,100
Federal Reserve Bank of Dallas,Dallas,TX,100
Federal Reserve Bank of Kansas City,Kansas City,MO,95
Federal Reserve Bank of Minneapolis,Minneapolis,MN,100
Federal Reserve Bank of New York,New York,NY,100
Federal Reserve Bank of Philadelphia,Philadelphia,PA,100
Federal Reserve Bank of Richmond,Richmond,VA,100
Federal Reserve Bank of San Francisco,San Francisco,CA,55
Federal Reserve Bank of St Louis,Saint Louis,MO,100
FedEx Corp.,Memphis,TN,70
Fenwick & West LLP,Mountain View,CA,100
Ferguson Enterprises,Newport News,VA,80
Fermi National Accelerator Laboratory,Batavia,IL,60
Ferrara Candy Company,Chicago,IL,85
Fidelity Investments,Boston,MA,100
Fidelity National Financial Corp.,Jacksonville,FL,5
Fidelity National Information Services Inc.,Jacksonville,FL,100
Fifth Third Bancorp,Cincinnati,OH,100
Financial Industry Regulatory Authority Inc.,Washington DC,DC,90
Finnegan Henderson Farabow Garrett & Dunner LLP,Washington DC,DC,60
Firmenich Inc.,Plainsboro,NJ,45
First American Financial Corp.,Santa Ana,CA,100
First Horizon Corporation,Memphis,TN,35
FirstEnergy Corp.,Akron,OH,55
Firstsource Group USA Inc.,Louisville,KY,35
Fiserv Inc.,Brookfield,WI,95
Fish & Richardson PC,Boston,MA,95
Fisher & Phillips LLP,Atlanta,GA,100
Fitch Group Inc,New York,NY,100
Flagstar Bancorp Inc.,Troy,MI,30
FLEETCOR Technologies Inc.,Atlanta,GA,65
Fleishman-Hillard Inc.,St. Louis,MO,90
Fluor Corp.,Irving,TX,55
FMC Corp.,Philadelphia,PA,100
Foley & Lardner LLP,Milwaukee,WI,100
Foley Hoag LLP,Boston,MA,100
Food Lion LLC,Salisbury,NC,100
Foot Locker Inc.,New York,NY,95
Ford Motor Co.,Dearborn,MI,100
Fortive Corp.,Everett,WA,100
Fortune Brands Home & Security Inc.,Deerfield,IL,0
Fossil Group Inc.,Richardson,TX,90
Fox Corporation,New York,NY,90
Fox Rothschild LLP,Philadelphia,PA,95
Franklin Templeton Investments,San Mateo,CA,90
Fredrikson & Byron,Minneapolis,MN,100
Freeport-McMoRan Copper & Gold Inc.,Phoenix,AZ,0
Fresenius Medical Care AG & Co. KGaA.,Waltham,MA,80
Fried Frank Harris Shriver & Jacobson LLP,New York,NY,100
Frontier Communications,Norwalk,CT,5
Frost Brown Todd LLC,Cincinnati,OH,90
Fujitsu America Inc.,Richardson,TX,100
Galloway Johnson Tompkins Burr & Smith PLC,New Orleans,LA,90
GameStop Corp.,Grapevine,TX,60
Gannett Co. Inc.,McLean,VA,100
Gap Inc.,San Francisco,CA,95
Gartner Inc.,Stamford,CT,100
Gastronomy Inc.,Salt Lake City,UT,100
GE Appliances,Louisville,KY,100
GE Healthcare Technologies Inc.,Chicago,IL,85
Gen Digital Inc.,Mountain View,CA,65
Genentech Inc.,South San Francisco,CA,100
General Dynamics Corp.,Falls Church,VA,25
General Electric Co.,Boston,MA,100
General Mills Inc.,Minneapolis,MN,100
General Motors Co.,Detroit,MI,100
Genesco Inc.,Nashville,TN,100
Genuine Parts Co.,Atlanta,GA,5
Genworth Financial Inc.,Richmond,VA,80
Gerson Lehrman Group Inc,New York,NY,100
Ghirardelli Chocolate Company,San Leandro,CA,90
Giant Eagle Inc.,Pittsburgh,PA,100
Giant of Maryland LLC,Landover,MD,100
Gibson Dunn & Crutcher LLP,Los Angeles,CA,95
Gilbane Building Company,Providence,RI,100
Gilead Sciences Inc.,Foster City,CA,100
GlassBridge Enterprises Inc.,Oakdale,MN,15
Global Partners,Waltham,MA,5
Global Payments Inc.,Atlanta,GA,100
GlobalFoundries US Inc.,Malta,NY,100
GODADDY Inc.,Scottsdale,AZ,85
Goldman Sachs Group Inc. The,New York,NY,100
Goodwin Procter LLP,Boston,MA,100
Google Inc.,Mountain View,CA,100
Gordon Rees Scully Mansukhani LLP,San Francisco,CA,100
Goto Group Inc.,Boston,MA,85
Goulston & Storrs,Boston,MA,100
Government Employees Health Association Inc.,Lee's Summit,MO,100
Grant Thornton LLP,Chicago,IL,100
Grantham Mayo Van Otterloo & Co. (GMO) LLC,Boston,MA,100
Graphic Packaging International LLC,Atlanta,GA,5
Graybar Electric Company Inc.,St. Louis,MO,5
Great River Energy,Maple Grove,MN,100
Greenberg Traurig LLP,New York,NY,100
GreenPath Inc.,Farmington Hills,MI,45
Groupon Inc.,Chicago,IL,70
GSK plc.,Research Triangle Park,NC,85
Guardian Life Insurance Co. of America The,New York,NY,100
Guess? Inc.,Los Angeles,CA,80
Guidehouse,Washington DC,DC,50
Guild Education Inc.,Denver,CO,95
Gusto Inc.,San Francisco,CA,70
GXO Logistics,Greenwich,CT,5
H&R Block Inc.,Kansas City,MO,100
Hachette Book Group,New York,NY,85
Hain Celestial Group Inc. The,Lake Success,NY,40
Halliburton Co.,Houston,TX,5
Hallmark Cards Inc.,Kansas City,MO,85
Hanesbrands Inc.,Winston-Salem,NC,60
Hannaford Supermarkets,Scarborough,ME,100
Hanover Insurance Group Inc. The,Worcester,MA,100
