Employer,City,State,CEI Rating
Enterprise Holdings Inc.,St. Louis,MO,65
Enterprise Products Partners LLP,Houston,TX,60
EOG Resources,Houston,TX,30
Epstein Becker & Green PC,New York,NY,90
Erie Insurance Group,Erie,PA,95
Ernst & Young LLP,New York,NY,100
Estée Lauder Companies Inc. The,New York,NY,100
Esurance Inc.,San Francisco,CA,90
Excellus Health Plan Inc.,Rochester,NY,90
Exelis,McLean,VA,85
Exelon Corp.,Chicago,IL,90
Expedia Inc.,Bellevue,WA,80
Expeditors International of Washington DC Inc.,Seattle,WA,15
Express Scripts Inc.,St. Louis,MO,90
Exxon Mobil Corp.,Irving,TX,-25
Facebook Inc.,Menlo Park,CA,100
FactSet Research Systems Inc.,Norwalk,CT,80
Faegre Baker Daniels,Chicago,IL,100
Family Dollar Stores,Matthews,NC,30
Federal Home Loan Mortgage Corp. (Freddie Mac),McLean,VA,100
Federal National Mortgage Association (Fannie Mae),Washington DC,DC,100
Federal Reserve Bank of Atlanta,Atlanta,GA,100
Federal Reserve Bank of Boston,Boston,MA,100
Federal Reserve Bank of Cleveland,Cleveland,OH,100
Federal Reserve Bank of Richmond,Richmond,VA,100
FedEx Corp.,Memphis,TN,85
Fenwick & West LLP,Mountain View,CA,100
Fidelity National Financial Corp.,Jacksonville,FL,30
Fidelity National Information Services Inc.,Jacksonville,FL,55
Fifth & Pacific Companies Inc.,New York,NY,100
Fifth Third Bancorp,Cincinnati,OH,90
Financial Industry Regulatory Authority Inc.,Washington DC,DC,90
"Finnegan Henderson Farabow	 Garrett & Dunner LLP",Washington DC,DC,100
First Data Corp.,Atlanta,GA,100
First Horizon National Corp.,Memphis,TN,75
FirstEnergy Corp.,Akron,OH,30
Fish & Richardson PC,Boston,MA,100
Fleishman-Hillard Inc.,St. Louis,MO,80
Fluor Corp.,Irving,TX,90
FMC Technologies Inc.,Houston,TX,15
Foley & Lardner LLP,Milwaukee,WI,100
Foley Hoag LLP,Boston,MA,100
Foot Locker Inc.,New York,NY,100
Ford Motor Co.,Dearborn,MI,100
Franklin Resources Inc.,San Mateo,CA,65
Freeport-McMoRan Copper & Gold Inc.,Phoenix,AZ,90
Freescale Semiconductor Inc.,Austin,TX,100
Fried Frank Harris Shriver & Jacobson LLP,New York,NY,100
Frontier Communications,Stamford,CT,15
Frost Brown Todd LLC,Cincinnati,OH,100
Galloway Johnson Tompkins Burr & Smith PLC,New Orleans,LA,90
GameStop Corp.,Grapevine,TX,100
Gannett Co. Inc.,McLean,VA,100
Gap Inc.,San Francisco,CA,100
Gastronomy Inc.,Salt Lake City,UT,15
Genentech Inc.,South San Francisco,CA,100
General Cable Corp.,Highland Heights,KY,15
General Dynamics Corp.,Falls Church,VA,15
General Electric Co.,Fairfield,CT,100
General Mills Inc.,Minneapolis,MN,100
General Motors Co.,Detroit,MI,100
Genuine Parts Co.,Atlanta,GA,15
Genworth Financial Inc.,Richmond,VA,90
Giant Eagle Inc.,Pittsburgh,PA,75
Gibson Dunn & Crutcher LLP,Los Angeles,CA,100
Gilead Sciences Inc.,Foster City,CA,100
GlaxoSmithKline LLC,Research Triangle Park,NC,100
Global Partners,Waltham,MA,65
Goldman Sachs Group Inc. The,New York,NY,100
Goodwin Procter LLP,Boston,MA,100
Goodyear Tire & Rubber Co.,Akron,OH,60
Google Inc.,Mountain View,CA,100
Gordon & Rees LLP,San Francisco,CA,90
Goulston & Storrs,Boston,MA,100
Grant Thornton LLP,Chicago,IL,90
Graybar Electric Company Inc.,St. Louis,MO,15
Green Mountain Coffee Roasters Inc.,Waterbury,VT,85
Greenberg Traurig LLP,New York,NY,100
Group 1 Automotive,Houston,TX,90
Group Health Cooperative,Seattle,WA,100
Group Health Permanente,Seattle,WA,100
Groupon Inc.,Chicago,IL,75
Guardian Life Insurance Co. of America The,New York,NY,85
H&M Hennes & Mauritz AB,North Arlington,NJ,70
H&R Block Inc.,Kansas City,MO,75
H.E. Butt Grocery Co.,San Antonio,TX,30
H.J. Heinz Co.,Pittsburgh,PA,85
Hachette Book Group,New York,NY,65
Hain Celestial Group Inc.,Lake Success,NY,90
Halliburton Co.,Houston,TX,90
Hallmark Cards Inc.,Kansas City,MO,60
Hanesbrands Inc.,Winston-Salem,NC,80
Hanover Insurance Group Inc.,Worcester,MA,55
Harley-Davidson Inc.,Milwaukee,WI,55
Harris Corp.,Melbourne,FL,65
Harris Interactive Inc.,New York,NY,100
Harry & David Holdings Inc.,Medford,OR,55
Hartford Financial Services Group Inc.,Hartford,CT,90
Harvard Pilgrim Health Care Inc.,Wellesley,MA,100
Hasbro Inc.,Pawtucket,RI,75
Haynes and Boone LLP,Dallas,TX,100
HCA - Hospital Corporation of America,Nashville,TN,80
HD Supply,Atlanta,GA,65
Health Care Service Corp.,Chicago,IL,85
Health Management Associates Inc.,Naples,FL,30
Health Net Inc.,Woodland Hills,CA,85
Henry Schein,Melville,NY,100
HERE North America LLC,Chicago,IL,100
Herman Miller Inc.,Zeeland,MI,60
Herrick Feinstein LLP,New York,NY,100
Hershey Co. The,Hershey,PA,85
Hertz Global Holdings Inc.,Park Ridge,NJ,65
Hess Corp.,New York,NY,55
Hewlett-Packard Co.,Palo Alto,CA,90
Hilton Worldwide,McLean,VA,100
Hinshaw & Culbertson LLP,Chicago,IL,100
Hogan Lovells US LLP,Washington DC,DC,100
Holland & Hart LLP,Denver,CO,65
Holland & Knight LLP,Tampa,FL,100
HollyFrontier Corp.,Dallas,TX,30
Holme Roberts & Owen LLP,Denver,CO,100
Home Depot Inc. The,Atlanta,GA,90
Honeywell International Inc.,Morris Township,NJ,75
Horizon Healthcare Services Inc.,Newark,NJ,80
Hormel Foods Corp.,Austin,MN,80
Hospira Inc.,Lake Forest,IL,30
Host Hotels & Resorts Inc.,Bethesda,MD,65
Houghton Mifflin Harcourt Publishing Co.,Boston,MA,30
Howard & Howard Attorneys PLLC,Kalamazoo,MI,15
Howrey LLP,Washington DC,DC,100
HSBC USA,New York,NY,100
HSN Inc.,St. Petersburg,FL,85
Hughes Hubbard & Reed LLP,New York,NY,100
Humana Inc.,Louisville,KY,100
Huntington Bancshares Inc.,Columbus,OH,100
Huntington Ingalls Industries,Newport News,VA,15
Hunton & Williams LLP,Washington DC,DC,100
Huntsman Corp.,Salt Lake City,UT,40
Huron Consulting Group Inc.,Chicago,IL,100
Husch Blackwell LLP,Saint Louis,MO,100
Hyatt Hotels Corp.,Chicago,IL,100
Hyundai Motor America,Fountain Valley,CA,75
Icahn Enterprises LP,New York,NY,15
IKEA (U.S.),Conshohocken,PA,60
Illinois Tool Works Inc.,Glenview,IL,60
Imation Corp.,Oakdale,MN,60
Infosys Limited Inc.,Plano,TX,15
Ingram Micro,Santa Ana,CA,65
Ingredion Inc.,Westchester,IL,100
Insight Enterprises Inc.,Tempe,AZ,70
Intel Corp.,Santa Clara,CA,100
InterContinental Hotels Group Americas,Atlanta,GA,90
International Business Machines Corp. (IBM),Armonk,NY,100
International Paper Co.,Memphis,TN,80
Interpublic Group of Companies Inc.,New York,NY,100
INTL FCStone Inc.,New York,NY,15
Intuit Inc.,Mountain View,CA,100
Invesco Ltd.,Atlanta,GA,65
ITT Corp.,White Plains,NY,95
J.B. Hunt Transport Services Inc.,Lowell,AR,30
J. M. Smucker Co.,Orrville,OH,100
J.C. Penney Co. Inc.,Plano,TX,95
Jabil Circuit Inc.,St. Petersburg,FL,15
Jacobs Engineering Group Inc.,Pasadena,CA,50
Jarden Corp.,Boca Raton,FL,85
Jenner & Block LLP,Chicago,IL,100
JetBlue Airways Corp.,Long Island City,NY,100
JLL,Chicago,IL,100
John Hancock Financial Services Inc.,Boston,MA,100
Johnson & Johnson,New Brunswick,NJ,100
Johnson Controls Inc.,Milwaukee,WI,100
Jones Financial Companies LLP,Des Peres,MO,85
Jones Group The,New York,NY,90
Joy Global Inc.,Milwaukee,WI,15
JPMorgan Chase & Co.,New York,NY,100
K&L Gates LLP,Pittsburgh,PA,100
Kaiser Permanente,Oakland,CA,100
Katten Muchin Rosenman LLP,Chicago,IL,100
Kaye Scholer LLP,New York,NY,100
KB Home,Los Angeles,CA,90
KBR Inc.,Houston,TX,15
Keane Inc.,Boston,MA,25
Kelley Drye & Warren LLP,New York,NY,100
Kellogg Co.,Battle Creek,MI,85
Kelly Services Inc.,Troy,MI,30
Kenneth Cole Productions Inc.,New York,NY,90
Kenyon & Kenyon,New York,NY,100
KeyCorp,Cleveland,OH,85
Kilpatrick Townsend & Stockton LLP,Atlanta,GA,90
Kimberly-Clark Corp.,Irving,TX,100
Kimpton Hotel & Restaurant Group Inc.,San Francisco,CA,100
Kinder Morgan Inc.,Houston,TX,15
Kindred Healthcare,Louisville,KY,65
King & Spalding LLP,Atlanta,GA,100
Kirkland & Ellis LLP,Chicago,IL,100
KKR & Co. LP,New York,NY,15
KLA-Tencor Corp.,Milpitas,CA,35
Kohl’s Corp.,Menomonee Falls,WI,35
KPMG LLP,New York,NY,100
Kraft Foods Group Inc.,Northfield,IL,100
Kramer Levin Naftalis & Frankel LLP,New York,NY,100
Kroger Co.,Cincinnati,OH,60
Kutak Rock LLP,Omaha,NE,65
L Brands Inc.,Columbus,OH,90
L.L. Bean Inc.,Freeport,ME,65
L3 Communications Holdings Inc.,New York,NY,35
Laboratory Corporation of America Holdings,Burlington,NC,15
Laclede Group Inc. The,St. Louis,MO,80
Land O'Lakes Inc.,Arden Hills,MN,100
Las Vegas Sands Corp.,Las Vegas,NV,15
Latham & Watkins LLP,New York,NY,100
Lear Corp.,Southfield,MI,70
Lend Lease Americas Inc.,New York,NY,75
Leo Burnett Company Inc.,Chicago,IL,100
Leucadia National Corporation,New York,NY,15
Level 3 Communications Inc.,Broomfield,CO,90
Levi Strauss & Co.,San Francisco,CA,100
LexisNexis Group,Miamisburg,OH,85
Lexmark International Inc.,Lexington,KY,70
Liberty Global Inc.,Englewood,CO,100
Liberty Interactive Corp.,Englewood,CO,85
Liberty Mutual Group,Boston,MA,90
Lincoln National Corp.,Radnor,PA,90
Lindquist & Vennum LLP,Minneapolis,MN,100
Littler Mendelson PC,San Francisco,CA,100
Live Nation,Beverly Hills,CA,70
Locke Lord LLP,Dallas,TX,80
Lockheed Martin Corp.,Bethesda,MD,90
Loeb & Loeb LLP,New York,NY,75
Lowes Cos. Inc.,New York,NY,35
L'Or�al USA Inc.,New York,NY,85
Lowe’s Companies Inc.,Mooresville,NC,85
Luce Forward Hamilton & Scripps LLP,San Diego,CA,100
M&T Bank Corp.,Buffalo,NY,70
Macy's Inc.,Cincinnati,OH,100
Manatt Phelps & Phillips LLP,Los Angeles,CA,100
ManpowerGroup,Milwaukee,WI,85
Marathon Oil Corp.,Houston,TX,85
Marathon Petroleum Corp.,Findlay,OH,15
Marriott International Inc.,Bethesda,MD,100
Mars Inc.,Mt. Olive,NJ,100
Marsh & McLennan Companies Inc.,New York,NY,100
Masco Corp.,Taylor,MI,75
Massachusetts Mutual Life Insurance Co.,Springfield,MA,100
MasterCard Inc.,Purchase,NY,100
Mattel Inc.,El Segundo,CA,85
Mayer Brown LLP,Chicago,IL,100
Mayo Clinic,Rochester,MN,75
McAfee Inc.,Santa Clara,CA,85
McCarter & English LLP,Newark,NJ,100
McDermott Will & Emery LLP,Chicago,IL,100
McDonald's Corp.,Oak Brook,IL,90
McGraw Hill Financial,New York,NY,90
McGuireWoods LLP,Richmond,VA,100
McKenna Long & Aldridge LLP,Atlanta,GA,100
McKesson Corp.,San Francisco,CA,100
McKinsey & Co. Inc.,New York,NY,100
MeadWestvaco Corp.,Richmond,VA,45
Medtronic Inc.,Minneapolis,MN,100
Meijer Inc.,Grand Rapids,MI,70
Men's Wearhouse Inc.  The,Houston,TX,100
Merck & Co. Inc.,Whitehouse Station,NJ,100
MetLife Inc.,New York,NY,100
MetroPCS,Richardson,TX,15
MGM Resorts International,Las Vegas,NV,100
Michael Best & Friedrich LLP,Milwaukee,WI,100
Microsoft Corp.,Redmond,WA,100
Milbank Tweed Hadley & McCloy LLP,New York,NY,100
MillerCoors LLC,Chicago,IL,100
Mintz Levin Cohn Ferris Glovsky & Popeo PC,Boston,MA,100
Mirant Corp.,Atlanta,GA,30
Mitchell Gold + Bob Williams,Taylorsville,NC,85
Mohawk Industries Inc.,Calhoun,GA,30
Molina Healthcare Inc.,Long Beach,CA,15
Mondelez International Inc.,East Hanover,NJ,100
Monsanto Co.,St. Louis,MO,100
Moody’s Corp.,New York,NY,100
Moore & Van Allen PLLC,Charlotte,NC,100
Morgan Lewis & Bockius LLP,Philadelphia,PA,100
Morgan Stanley,New York,NY,100
Morningstar Inc.,Chicago,IL,100
Morrison & Foerster LLP,San Francisco,CA,100
Mosaic Co.  The,Plymouth,MN,85
Motorola Solutions Inc.,Schaumburg,IL,100
MRC Global,Houston,TX,15
MSLGROUP Americas,New York,NY,90
Munger Tolles & Olson LLP,Los Angeles,CA,100
Murphy Oil,El Dorado,AR,15
Mutual of Omaha Insurance,Omaha,NE,90
Mylan Laboratories Inc.,Canonsburg,PA,100
Nash Finch,Minneapolis,MN,30
National Grid USA,Brooklyn,NY,95
National Oilwell Varco Inc.,Houston,TX,15
Nationwide,Columbus,OH,100
Navigant Consulting Inc.,Chicago,IL,100
Navistar International Corp.,Lisle,IL,40
NCR Corp.,Duluth,GA,100
Nelson Mullins Riley & Scarborough LLP,Columbia,SC,100
Nestlé Purina PetCare Co.,St. Louis,MO,95
NetApp Inc.,Sunnyvale,CA,100
Netflix Inc.,Los Gatos,CA,80
New York Life Insurance Co.,New York,NY,100
New York Times Co. The,New York,NY,100
Newell Rubbermaid Inc.,Atlanta,GA,90
Newmont Mining Corporation,Greenwood Village,CO,70
News Corp.,New York,NY,15
