Employer,City,State,CEI Rating
Analog Devices Inc.,Norwood,MA,100
Andersen Corp.,Bayport,MN,100
Andersons Inc. The,Maumee,OH,20
Anheuser-Busch Companies Inc.,St. Louis,MO,100
Anixter International Inc.,Glenview,IL,20
Anschutz Entertainment Group Inc.,Los Angeles,CA,100
Anthem Inc.,Indianapolis,IN,100
Aon plc,Chicago,IL,100
Apollo Global Management Inc.,New York,NY,95
Appian Corporation,McLean,VA,95
Apple Inc.,Cupertino,CA,100
Applied Materials Inc.,Santa Clara,CA,100
AQR Capital Management LLC,Greenwich,CT,100
Aramark Corp.,Philadelphia,PA,100
Arcadis U.S. Inc.,Highlands Ranch,CO,100
Archer Daniels Midland Co.,Chicago,IL,100
Arconic,New York,NY,100
Arent Fox LLP,Washington DC,DC,100
Ares Management LLC,Los Angeles,CA,100
Armstrong Teasdale LLP,St. Louis,MO,100
Arnold & Porter Kaye Scholer LLP,Washington DC,DC,100
Arrow Electronics,Centennial,CO,100
Arthur J. Gallagher & Co.,Rolling Meadows,IL,100
Arup US Inc.,New York,NY,100
Asbury Automotive Group,Duluth,GA,20
Ascena,New York,NY,100
Ashland Inc.,Covington,KY,40
Associated Banc-Corp,Green Bay,WI,100
Assurant,New York,NY,100
Astellas Pharma US Inc.,Northbrook,IL,100
AstraZeneca PLC,Wilmington,DE,100
Asurion LLC,Nashville,TN,100
AT&T Inc.,Dallas,TX,100
AthenaHealth Inc.,Watertown,MA,90
Athene Holding Ltd.,West Des Moines,IA,85
Atkore International Inc.,Harvey,IL,85
Atlassian,San Francisco,CA,100
Auto-Owners Insurance Group,Lansing,MI,20
Autodesk Inc.,San Rafael,CA,100
Autoliv Inc.,Auburn Hills,MI,100
AutoNation Inc.,Fort Lauderdale,FL,10
AutoZone Inc.,Memphis,TN,85
AvalonBay Communities Inc.,Arlington,VA,100
Avantor Inc.,Radnor,PA,60
Avaya Inc.,Santa Clara,CA,70
Avery Dennison,Glendale,CA,100
Avient Corporation,Avon Lake,OH,100
Avis Budget Group Inc.,Parsippany,NJ,95
Avita Pharmacy,Plano,TX,90
Avnet Inc.,Phoenix,AZ,90
Avon Products Inc.,Rye,NY,80
Axiom Global Inc.,New York,NY,95
BAE Systems Inc.,Falls Church,VA,100
Bain & Co. Inc. / Bridgespan Group,Boston,MA,100
Baker & Hostetler LLP,Cleveland,OH,100
Baker & McKenzie LLP,Chicago,IL,100
Baker Botts LLP,Houston,TX,100
Baker Hughes Inc.,Houston,TX,20
Baker Tilly US LLP,Chicago,IL,100
Baker Donelson Bearman Caldwell & Berkowitz PC,Memphis,TN,90
Ball Corp.,Westminster,CO,100
Ballard Spahr LLP,Philadelphia,PA,100
Bank of America Corp.,Charlotte,NC,100
Bank of New York Mellon Corp. The,New York,NY,100
Bank of the West,San Francisco,CA,100
Barclays,New York,NY,100
Barilla America Inc.,Northbrook,IL,100
Barnes & Noble Inc.,New York,NY,100
Barnes & Thornburg LLP,Indianapolis,IN,85
BASF Corp.,Florham Park,NJ,100
Bass Berry & Sims PLC,Nashville,TN,100
Bath & Body Works LLC,Columbus,OH,100
Battelle Energy Alliance (Idaho National Laboratory),Idaho Falls,ID,95
Battelle Memorial Institute,Columbus,OH,100
Baxter International Inc.,Deerfield,IL,100
Bayer U.S. LLC,Whippany,NJ,100
BB OPC LLC,New York,NY,90
BBVA USA,Birmingham,AL,100
Beacon Roofing Supply Inc.,Herndon,VA,0
Beam Suntory,Chicago,IL,100
Becton Dickinson and Co.,Franklin Lakes,NJ,100
Bed Bath & Beyond Inc.,Union,NJ,70
Ben & Jerry's Homemade Inc.,South Burlington,VT,100
Benchmark Senior Living LLC,Waltham,MA,65
Berkeley Research Group LLC,Emeryville,CA,90
Berkshire Bank,Boston,MA,100
Berkshire Hathaway,Omaha,NE,0
Berry Appleman & Leiden LLP,Richardson,TX,80
Berry Global Inc.,Evansville,IN,100
Best Buy Co. Inc.,Richfield,MN,100
Big Lots,Columbus,OH,90
Biogen,Cambridge,MA,100
BioMarin Pharmaceutical Inc.,San Rafael,CA,100
BJ's Wholesale Club,Westborough,MA,90
Black & Veatch Holding Inc.,Overland Park,KS,100
Black Knight Inc.,Jacksonville,FL,95
BlackRock,New York,NY,100
Blank Rome LLP,Philadelphia,PA,100
Blend,San Francisco,CA,90
Bloomberg LP,New York,NY,100
Bloomin' Brands Inc.,Tampa,FL,75
Blue Cross & Blue Shield of Rhode Island,Providence,RI,100
Blue Cross and Blue Shield of Louisiana,Baton Rouge,LA,70
Blue Cross Blue Shield of Florida Inc.,Jacksonville,FL,100
Blue Cross Blue Shield of Massachusetts,Boston,MA,100
Blue Cross Blue Shield of Michigan,Detroit,MI,85
Blue Cross Blue Shield of Minnesota,Eagan,MN,100
Blue Cross Blue Shield of North Carolina,Durham,NC,65
Blue Shield of California,San Francisco,CA,100
BlueCross BlueShield of Tennessee,Chattanooga,TN,100
BlueTriton Brands Inc.,Stamford,CT,100
BMC Software Inc.,Houston,TX,95
BMO Financial Corp.,Chicago,IL,100
BNP Paribas,New York,NY,100
Bob Evans Farms Inc.,New Albany,OH,60
Boehringer Ingelheim USA Corp.,Ridgefield,CT,100
Boeing Co.,Chicago,IL,100
Boies Schiller Flexner LLP,New York,NY,90
Booking Holdings Inc.,Norwalk,CT,90
Books-A-Million Inc.,Birmingham,AL,80
Booz Allen Hamilton Inc.,McLean,VA,100
BorgWarner Inc.,Auburn Hills,MI,75
Boston Consulting Group,Boston,MA,100
Boston Scientific Corp.,Marlborough,MA,100
Box Inc.,Redwood City,CA,100
BP America Inc.,Houston,TX,100
Bracewell LLP,Houston,TX,95
Bradley Arant Boult Cummings LLP,Birmingham,AL,100
Bridgestone Americas Holding Inc.,Nashville,TN,100
Bridgewater Associates LP,Westport,CT,100
Bright Horizons,Newton,MA,100
Brighthouse Financial Inc.,Charlotte,NC,90
Brinker International Inc.,Dallas,TX,90
Bristol Myers Squibb,New York,NY,100
Broadcom Inc.,Irvine,CA,20
Broadridge Financial Solutions Inc.,Lake Success,NY,100
Brooks Sports Inc.,Seattle,WA,100
Brown Advisory,Baltimore,MD,90
Brown and Caldwell,Walnut Creek,CA,90
Brown Brothers Harriman & Co.,New York,NY,100
Brown Rudnick LLP,Boston,MA,100
Brown-Forman Corp.,Louisville,KY,100
Brownstein Hyatt Farber Schreck LLP,Denver,CO,100
Bryan Cave Leighton Paisner LLP,St. Louis,MO,100
Buchalter a Professional Corporation,Los Angeles,CA,100
Buchanan Ingersoll & Rooney PC,Pittsburgh,PA,100
Buckley LLP,Washington DC,DC,100
Builders FirstSource Inc.,Dallas,TX,10
Burlington Northern Santa Fe Corp.,Fort Worth,TX,90
Burlington Stores Inc.,Burlington,NJ,90
Burr & Forman LLP,Birmingham,AL,90
C. H. Robinson Worldwide,Eden Prairie,MN,75
C&S Wholesale Grocers Inc.,Keene,NH,100
Cadence Design Systems,San Jose,CA,100
Cadwalader Wickersham & Taft LLP,New York,NY,100
Caesars Entertainment Inc.,Las Vegas,NV,100
Cahill Gordon & Reindel,New York,NY,95
Caleres,St. Louis,MO,100
Calpine Corp.,Houston,TX,10
Cambia Health Solutions Inc.,Portland,OR,100
Cambridge Associates LLC,Boston,MA,100
Campbell Soup Company,Camden,NJ,90
CannonDesign,New York,NY,95
Capgemini America INC,Chicago,IL,100
Capital Area Services Company LLC (CASCI),Charleston,WV,100
Capital Group Companies Inc. The,Los Angeles,CA,100
Capital Markets Company NV The,New York,NY,100
Capital One Financial Corp.,McLean,VA,100
Capri Holdings Limited,New York,NY,100
Cardinal Health Inc.,Dublin,OH,100
CareFirst Inc.,Baltimore,MD,100
CareSource,Dayton,OH,90
Cargill Inc.,Wayzata,MN,100
Cargo Transporters Inc.,Claremont,NC,100
CarGurus Inc.,Cambridge,MA,100
Caribou Coffee Company Inc.,Minneapolis,MN,85
Carlson Inc.,Minnetonka,MN,100
Carlton Fields P.A.,Tampa,FL,100
Carlyle Group LP The,Washington DC,DC,100
CarMax Inc.,Richmond,VA,100
Carnival Corp.,Miami,FL,100
Carrier Global Corporation,Palm Beach Gardens,FL,100
Casey's General Stores Inc.,Ankeny,IA,0
Caterpillar Inc.,Deerfield,IL,75
CBRE Inc.,Los Angeles,CA,100
CDW Corp.,Lincolnshire,IL,100
Celanese Corp.,Irving,TX,100
Celgene Corp.,Summit,NJ,100
Cengage Learning Inc.,Boston,MA,100
Centene Corp.,St. Louis,MO,100
Center for Community Self-Help,Durham,NC,70
CenterPoint Energy Inc.,Houston,TX,70
Cerner Corp.,North Kansas City,MO,100
Cetera Financial Group,El Segundo,CA,95
CGI,Fairfax,VA,100
Change Healthcare,Nashville,TN,90
Chapman and Cutler LLP,Chicago,IL,100
Charles Schwab & Co. Inc.,San Francisco,CA,100
Charter Communications,Stamford,CT,90
Chemonics International Inc.,Washington DC,DC,100
Chesapeake Energy Corp.,Oklahoma City,OK,100
Chevron Corp.,San Ramon,CA,100
CHG Healthcare Inc.,Midvale,UT,100
Chico's FAS Inc.,Fort Myers,FL,75
Chipotle Mexican Grill Inc.,Newport Beach,CA,100
Choate Hall & Stewart LLP,Boston,MA,100
Chobani,Norwich,NY,100
Choice Hotels International Inc.,Rockville,MD,100
CHS Inc.,Inver Grove Heights,MN,10
Chubb Ltd.,Philadelphia,PA,85
CIBC Bank USA,Chicago,IL,100
CIGNA Corp.,Bloomfield,CT,100
Cimpress USA,Waltham,MA,100
Cincinnati Financial Corp.,Fairfield,OH,20
Cintas Corp.,Cincinnati,OH,10
Cisco Systems Inc.,San Jose,CA,100
Citigroup Inc.,New York,NY,100
Citizens Financial Group,Providence,RI,100
Citrix Systems Inc.,Fort Lauderdale,FL,100
CKE Restaurants Inc.,Franklin,TN,85
Clarivate Plc,Chandler,AZ,75
Cleary Gottlieb Steen & Hamilton LLP,New York,NY,100
Clifford Chance US LLP,New York,NY,90
Clorox Co. The,Oakland,CA,100
Cloudera Inc.,Palo Alto,CA,70
Cloudflare Inc.,San Francisco,CA,100
CME Group Inc.,Chicago,IL,100
CNA Financial Corporation,Chicago,IL,100
CNO Financial Group Inc.,Carmel,IN,100
Coca-Cola Co. The,Atlanta,GA,100
Code42 Software Inc.,Minneapolis,MN,90
Cognizant Technology Solutions Corp.,Teaneck,NJ,100
Coinbase Inc.,San Francisco,CA,95
Colgate-Palmolive Co.,New York,NY,100
Collaborative Solutions LLC,Reston,VA,100
Coloplast US,Minneapolis,MN,95
Comcast NBCUniversal,Philadelphia,PA,100
Comerica Inc.,Dallas,TX,100
Commerce Bank,Kansas City,MO,90
Commercial Metals,Irving,TX,20
Commonwealth Equity Services LLC dba Commonwealth Financial Network,Waltham,MA,70
Commscope,Hickory,NC,20
Community Care Behavioral Health Organization,Pittsburgh,PA,100
Community Health Systems Inc.,Franklin,TN,10
Compass Group USA Inc.,Charlotte,NC,80
Conagra Brands Inc.,Chicago,IL,100
Conduent Incorporated,Florham Park,NJ,100
ConocoPhillips,Houston,TX,100
Consolidated Edison Inc.,New York,NY,85
Constellation Brands Inc.,Victor,NY,100
Consumers Energy,Jackson,MI,90
Convergys Corp.,Cincinnati,OH,90
Cooley LLP,Palo Alto,CA,100
Cooper Tire & Rubber Co.,Findlay,OH,100
CooperCompanies,San Ramon,CA,100
Core-Mark Holding Company Inc.,Westlake,TX,80
CoreLogic,Irvine,CA,50
Cornerstone OnDemand Inc.,Santa Monica,CA,85
Corning,Corning,NY,100
Corteva Agriscience,Wilmington,DE,100
Cosmopolitan of Las Vegas The,Las Vegas,NV,100
Costco Wholesale Corp.,Issaquah,WA,60
Coty Inc.,New York,NY,95
Covington & Burling LLP,Washington DC,DC,100
Cox Enterprises Inc.,Atlanta,GA,100
Cohen O'Connor,Philadelphia,PA,100
Cracker Barrel Old Country Store Inc.,Lebanon,TN,80
Crate and Barrel / CB2,Northbrook,IL,90
Cravath Swaine & Moore LLP,New York,NY,90
Credit Suisse USA Inc.,New York,NY,100
CrowdStrike Inc.,Sunnyvale,CA,100
Crowell & Moring LLP,Washington DC,DC,90
Crown Castle International Corp.,Houston,TX,0
Crown Holdings,Philadelphia,PA,20
Crum & Forster,Morristown,NJ,95
CSAA Insurance Group,Walnut Creek,CA,100
CSX Corp.,Jacksonville,FL,100
Cubic Corporation,San Diego,CA,100
Cummins Inc.,Columbus,IN,100
CUNA Mutual Group,Madison,WI,100
Cushman & Wakefield,Chicago,IL,100
CVS Health Corp.,Woonsocket,RI,100
Daimler Trucks North America LLC,Portland,OR,100
Dana Inc.,Maumee,OH,65
Danaher Corp.,Washington DC,DC,100
Daniel J. Edelman Inc.,New York,NY,100
Danone North America,White Plains,NY,100
Darden Restaurants Inc.,Orlando,FL,100
Davis Polk & Wardwell LLP,New York,NY,100
Davis Wright Tremaine LLP,Seattle,WA,100
DaVita Inc.,Denver,CO,85
Day & Zimmerman LLC,Philadelphia,PA,90
Day Pitney LLP,Parsippany,NJ,100
DCP Midstream Partners,Denver,CO,20
Dean Foods Co.,Dallas,TX,10
Debevoise & Plimpton LLP,New York,NY,100
Dechert LLP,Philadelphia,PA,100
Deere & Co.,Moline,IL,90
Del Monte Foods Inc.,Walnut Creek,CA,100
Delek US Holdings,Brentwood,TN,80
Dell Technologies Inc.,Round Rock,TX,100
Deloitte LLP,New York,NY,100
Delta Air Lines Inc.,Atlanta,GA,85
Deluxe Corp.,Shoreview,MN,100
Denny's Corp.,Spartanburg,SC,90
Dentaquest,Boston,MA,95
Dentons US LLP,Washington DC,DC,100
dentsu international,New York,NY,100
Depository Trust & Clearing Corp. The,New York,NY,100
Designer Brands,Columbus,OH,100
Deutsche Bank,New York,NY,100
Devon Energy Corp.,Oklahoma City,OK,75
Diageo North America,Norwalk,CT,100
Dick's Sporting Goods Inc.,Coraopolis,PA,95
Dickinson Wright PLLC,Detroit,MI,100
Diebold Nixdorf Incorporated,North Canton,OH,90
Digitas,Boston,MA,100
Dillard's Inc.,Little Rock,AR,20
Dinsmore & Shohl LLP,Cincinnati,OH,90
Direct Energy,Houston,TX,90
Discover Financial Services,Riverwoods,IL,100
Discovery Inc.,New York,NY,100
DISH Network Corp.,Englewood,CO,70
DLA Piper,Baltimore,MD,100
Dollar General Corp.,Goodlettsville,TN,90
Dominion Energy,Richmond,VA,100
Domino's Pizza Inc.,Ann Arbor,MI,90
DoorDash Inc.,San Francisco,CA,100
Dorsey & Whitney LLP,Minneapolis,MN,100
Dover Corp.,Downers Grove,IL,0
Dow,Midland,MI,100
Doximity Inc.,San Francisco,CA,90
DR Horton Inc.,Arlington,TX,20
Dropbox Inc.,San Francisco,CA,100
DTE Energy Co.,Detroit,MI,75
Duane Morris LLP,Philadelphia,PA,100
Duke Energy Corp.,Charlotte,NC,100
Dun & Bradstreet Corp. The,Short Hills,NJ,100
DXC Technology,Tysons,VA,60
Dykema Gossett PLLC,Detroit,MI,100
E. I. du Pont de Nemours and Co. (DuPont),Wilmington,DE,100
E&J Gallo Winery,Modesto,CA,100
EAB,Washington DC,DC,100
Eastern Bank Corporation/Eastern Bankshares Inc.,Boston,MA,100
Eastman Chemical Co.,Kingsport,TN,100
Eastman Kodak Co.,Rochester,NY,100
Eaton Corp.,Cleveland,OH,100
eBay Inc.,San Jose,CA,100
Ecolab Inc.,St. Paul,MN,100
Edelman Financial Engines LLC,Boston,MA,50
Edison International,Rosemead,CA,100
Edward Jones,Des Peres,MO,100
Egon Zehnder International Inc.,New York,NY,100
Electronic Arts Inc.,Redwood City,CA,100
Eli Lilly & Co.,Indianapolis,IN,100
EMCOR Group Inc.,Norwalk,CT,20
EMD Serono MilliporeSigma and EMD Electronics,Burlington,MA,100
Emerson Electric Co.,St. Louis,MO,100
Emmis Communications Corporation,Indianapolis,IN,50
Empower Retirement,Greenwood Village,CO,100
Enbridge,Houston,TX,100
Encova Insurance,Columbus,OH,80
Energy Transfer Equity L.P.,Dallas,TX,20
ENGIE North America,Houston,TX,95
EnLink Midstream,Dallas,TX,20
Entergy Corp.,New Orleans,LA,90
Enterprise Community Partners,Columbia,MD,90
Enterprise Holdings Inc.,St. Louis,MO,95
Enterprise Products Partners L.P.,Houston,TX,20
EOG Resources,Houston,TX,20
Epsilon Data Management LLC,Irving,TX,100
Epstein Becker & Green PC,New York,NY,100
EQT Corporation,Pittsburgh,PA,95
Equinix,Redwood City,CA,100
Equitable,New York,NY,100
Ericsson Inc,Plano,TX,100
Erie Insurance Group,Erie,PA,90
Ernst & Young LLP,New York,NY,100
Essendant,Deerfield,IL,70
Estée Lauder Companies Inc. The,New York,NY,100
Esurance Inc.,San Francisco,CA,75
Ethan Allen Interiors Inc.,Danbury,CT,75
Etsy Inc.,Brooklyn,NY,100
Eurofins Scientific,Lancaster,PA,85
Everbridge Inc.,Burlington,MA,60
Eversheds Sutherland (US) LLP,Atlanta,GA,100
Eversource Energy,Springfield,MA,90
Evolent Health Inc.,Arlington,VA,100
Excellus Health Plan Inc.,Rochester,NY,100
Exelon Corp.,Chicago,IL,100
Expedia Group,Bellevue,WA,100
Expeditors International of Washington DC Inc.,Seattle,WA,10
Experian North America,Costa Mesa,CA,100
Exxon Mobil Corp.,Irving,TX,85
F5 Networks Inc.,Seattle,WA,80
Factory Mutual Insurance Co.,Johnston,RI,0
FactSet Research Systems Inc.,Norwalk,CT,100
Faegre Drinker Biddle & Reath LLP,Chicago,IL,100
Farmers Insurance Group,Woodland Hills,CA,100
Federal Home Loan Mortgage Corp. (Freddie Mac),McLean,VA,100
Federal National Mortgage Association (Fannie Mae),Washington DC,DC,100
Federal Reserve Bank of Atlanta,Atlanta,GA,100
Federal Reserve Bank of Boston,Boston,MA,100
Federal Reserve Bank of Chicago,Chicago,IL,100
Federal Reserve Bank of Cleveland,Cleveland,OH,100
Federal Reserve Bank of Dallas,Dallas,TX,100
Federal Reserve Bank of Kansas City,Kansas City,MO,100
Federal Reserve Bank of Minneapolis,Minneapolis,MN,100
Federal Reserve Bank of New York,New York,NY,100
Federal Reserve Bank of Philadelphia,Philadelphia,PA,100
Federal Reserve Bank of Richmond,Richmond,VA,100
Federal Reserve Bank of San Francisco,San Francisco,CA,100
Federal Reserve Bank of St Louis,Saint Louis,MO,100
FedEx Corp.,Memphis,TN,85
Fenwick & West LLP,Mountain View,CA,100
Fidelity Investments,Boston,MA,85
Fidelity National Financial Corp.,Jacksonville,FL,20
Fidelity National Information Services Inc.,Jacksonville,FL,100
Fifth Third Bancorp,Cincinnati,OH,100
Financial Industry Regulatory Authority Inc.,Washington DC,DC,100
Finnegan Henderson Farabow Garrett & Dunner LLP,Washington DC,DC,100
Firmenich Inc.,Plainsboro,NJ,80
First American Financial Corp.,Santa Ana,CA,100
First Horizon Corporation,Memphis,TN,75
FirstEnergy Corp.,Akron,OH,90
Fiserv Inc.,Brookfield,WI,100
Fish & Richardson PC,Boston,MA,100
Fisher & Phillips LLP,Atlanta,GA,100
Fitch Group Inc.,New York,NY,100
Flagstar Bancorp Inc.,Troy,MI,100
Fleishman-Hillard Inc.,St. Louis,MO,100
Fluor Corp.,Irving,TX,80
FMC Corp.,Philadelphia,PA,100
Foley & Lardner LLP,Milwaukee,WI,100
Foley Hoag LLP,Boston,MA,100
Food Lion LLC,Salisbury,NC,90
Foot Locker Inc.,New York,NY,90
Ford Motor Co.,Dearborn,MI,90
Fortive Corp.,Everett,WA,100
Fortune Brands Home & Security Inc.,Deerfield,IL,10
Forvis LLP,Springfield,MO,100
Fossil Group Inc.,Richardson,TX,100
Fox Corporation,New York,NY,75
Fox Rothschild LLP,Philadelphia,PA,100
Franklin Templeton Investments,San Mateo,CA,100
Fredrikson & Byron,Minneapolis,MN,100
Freeport-McMoRan Copper & Gold Inc.,Phoenix,AZ,0
Fried Frank Harris Shriver & Jacobson LLP,New York,NY,100
Frontier Communications,Norwalk,CT,20
Frost Brown Todd LLC,Cincinnati,OH,100
Fujitsu America Inc.,Richardson,TX,100
Galloway Johnson Tompkins Burr & Smith PLC,New Orleans,LA,90
GameStop Corp.,Grapevine,TX,60
Gannett Co. Inc.,McLean,VA,90
Gap Inc.,San Francisco,CA,100
Gartner Inc.,Stamford,CT,100
Gastronome Inc.,Salt Lake City,UT,30
GE Appliances,Louisville,KY,100
Genentech Inc.,South San Francisco,CA,100
General Dynamics Corp.,Falls Church,VA,60
General Electric Co.,Boston,MA,100
General Mills Inc.,Minneapolis,MN,100
General Motors Co.,Detroit,MI,100
Genesco Inc.,Nashville,TN,90
Genuine Parts Co.,Atlanta,GA,100
Genworth Financial Inc.,Richmond,VA,100
Gerson Lehrman Group Inc,New York,NY,100
Giant Eagle Inc.,Pittsburgh,PA,100
Giant of Maryland LLC,Landover,MD,100
Gibson Dunn & Crutcher LLP,Los Angeles,CA,100
Gilbane Building Company,Providence,RI,90
Gilead Sciences Inc.,Foster City,CA,100
GlaxoSmithKline LLC,Research Triangle Park,NC,100
Global Partners,Waltham,MA,0
Global Payments Inc.,Atlanta,GA,100
GM Cruise Holdings LLC,San Francisco,CA,75
GODADDY Inc.,Scottsdale,AZ,100
Goldman Sachs Group Inc. The,New York,NY,100
Goodwin Procter LLP,Boston,MA,100
Goodyear Tire & Rubber Co.,Akron,OH,90
Google Inc.,Mountain View,CA,100
Gordon Rees Scully Mansukhani LLP,San Francisco,CA,100
Goulston & Storrs,Boston,MA,100
Government Employees Health Association Inc.,Lee's Summit,MO,90
Grant Thornton LLP,Chicago,IL,100
Grantham Mayo Van Otterloo & Co. (GMO) LLC,Boston,MA,100
Graphic Packaging International LLC,Atlanta,GA,20
Graybar Electric Company Inc.,St. Louis,MO,20
Great River Energy,Maple Grove,MN,100
Greenberg Traurig LLP,New York,NY,100
GreenPath Inc.,Farmington Hills,MI,85
Group 1 Automotive,Houston,TX,20
Groupon Inc.,Chicago,IL,100
Guardian Life Insurance Co. of America The,New York,NY,100
Guess? Inc.,Los Angeles,CA,90
Guidehouse,Washington DC,DC,100
Gusto Inc.,San Francisco,CA,95
H&R Block Inc.,Kansas City,MO,100
Hachette Book Group,New York,NY,100
Hain Celestial Group Inc. The,Lake Success,NY,100
Halliburton Co.,Houston,TX,20
Hallmark Cards Inc.,Kansas City,MO,100
Hanesbrands Inc.,Winston-Salem,NC,90
Hannaford Supermarkets,Scarborough,ME,100
Hanover Insurance Group Inc. The,Worcester,MA,100
Harley-Davidson Inc.,Milwaukee,WI,100
Hartford Financial Services Group Inc. The,Hartford,CT,100
Hasbro Inc.,Pawtucket,RI,100
Hawaiian Airlines Inc.,Honolulu,HI,80
Haynes and Boone LLP,Dallas,TX,100
HCA Healthcare Inc.,Nashville,TN,100
HCL Technologies Ltd.,Sunnyvale,CA,100
HD Supply,Atlanta,GA,20
Health Care Service Corp.,Chicago,IL,100
HealthEquity Inc.,Draper,UT,85
Hearst Corp. The,New York,NY,100
Henkel Corporation,Rocky Hill,CT,95
Henry Schein Inc.,Melville,NY,100
HERE North America LLC,Chicago,IL,100
Herman Miller Inc.,Zeeland,MI,100
Herrick Feinstein LLP,New York,NY,95
Hershey Co. The,Hershey,PA,100
Hertz Global Holdings Inc.,Estero,FL,100
Hess Corp.,New York,NY,100
Hewlett Packard Enterprise Co.,San Jose,CA,100
Highmark Blue Cross Blue Shield Delaware,Wilmington,DE,100
Highmark Inc.,Pittsburgh,PA,100
Highmark West Virginia,Parkersburg,WV,100
Hilti Inc.,Plano,TX,100
HILTON,McLean,VA,100
Hinshaw & Culbertson LLP,Chicago,IL,100
Hiscox USA,New York,NY,95
Hitachi Vantara,Santa Clara,CA,100
HKS INC.,Dallas,TX,70
Hogan Lovells US LLP,Washington DC,DC,100
Holland & Hart LLP,Denver,CO,100
Holland & Knight LLP,Brandon,FL,100
HollyFrontier Corp.,Dallas,TX,20
Home Depot Inc. The,Atlanta,GA,90
Honeywell International Inc.,Charlotte,NC,85
Horizon Blue Cross Blue Shield of New Jersey,Newark,NJ,100
Horizon Media Inc.,New York,NY,75
Hormel Foods Corp.,Austin,MN,95
Host Hotels & Resorts Inc.,Bethesda,MD,80
Houghton Mifflin Harcourt Co.,Boston,MA,100
Howard & Howard Attorneys PLLC,Royal Oak,MI,80
Howmet Aerospace,Pittsburgh,PA,100
HP Inc.,Palo Alto,CA,100
HSBC USA,New York,NY,100
Hughes Hubbard & Reed LLP,New York,NY,90
Humana Inc.,Louisville,KY,100
Huntington Bancshares Inc.,Columbus,OH,100
Huntington Ingalls Industries,Newport News,VA,90
Hunton Andrews Kurth LLP,Washington DC,DC,100
Huntsman Corp.,The Woodlands,TX,40
Huron Consulting Group Inc.,Chicago,IL,100
Husch Blackwell LLP,St. Louis,MO,100
Hyatt Hotels Corp.,Chicago,IL,100
