Employer,City,State,CEI Rating
E. I. du Pont de Nemours and Co. (DuPont),Wilmington,DE,100
EarthLink Inc.,Atlanta,GA,80
Eastern Bank Corp.,Boston,MA,100
Eastman Chemical Co.,Kingsport,TN,100
Eastman Kodak Co.,Rochester,NY,100
Eaton Corp.,Cleveland,OH,100
eBay Inc.,San Jose,CA,100
Ecolab Inc.,St. Paul,MN,100
Edison International,Rosemead,CA,100
Edward Jones,St. Louis,MO,100
Electronic Arts Inc.,Redwood City,CA,100
Eli Lilly & Co.,Indianapolis,IN,100
EMC Corp.,Hopkinton,MA,100
EMCOR Group Inc.,Norwalk,CT,100
Emerson Electric Co.,St. Louis,MO,100
Emmis Communications Corporation,Indianapolis,IN,95
Energy Future Holdings Corp.,Dallas,TX,20
Energy Transfer Equity L.P.,Dallas,TX,20
Entergy Corp.,New Orleans,LA,85
Enterprise Holdings Inc.,St. Louis,MO,100
Enterprise Products Partners L.P.,Houston,TX,30
EOG Resources,Houston,TX,10
Epstein Becker & Green PC,New York,NY,100
Erie Insurance Group,Erie,PA,100
Ernst & Young LLP,New York,NY,100
Essendant Inc.,Deerfield,IL,100
Estée Lauder Companies Inc. The,New York,NY,100
Esurance Inc.,San Francisco,CA,95
Eventbrite Inc.,San Francisco,CA,85
Eversource Energy,Springfield,MA,95
Excellus Health Plan Inc.,Rochester,NY,95
Exelon Corp.,Chicago,IL,100
Expedia Inc.,Bellevue,WA,100
Expeditors International of Washington DC Inc.,Seattle,WA,20
Express Scripts Holding Company,St. Louis,MO,100
Exxon Mobil Corp.,Irving,TX,85
Facebook Inc.,Menlo Park,CA,100
FactSet Research Systems Inc.,Norwalk,CT,100
Faegre Baker Daniels,Chicago,IL,100
Farmers Insurance Exchange,Woodland Hills,CA,85
FCA US LLC,Auburn Hills,MI,100
Federal Home Loan Mortgage Corp. (Freddie Mac),McLean,VA,100
Federal National Mortgage Association (Fannie Mae),Washington DC,DC,100
Federal Reserve Bank of Atlanta,Atlanta,GA,100
Federal Reserve Bank of Boston,Boston,MA,100
Federal Reserve Bank of Chicago,Chicago,IL,100
Federal Reserve Bank of Cleveland,Cleveland,OH,100
Federal Reserve Bank of New York,New York,NY,100
Federal Reserve Bank of Philadelphia,Philadelphia,PA,70
Federal Reserve Bank of Richmond,Richmond,VA,85
Federal Reserve Bank of San Francisco,San Francisco,CA,95
Federal Reserve Bank of St. Louis,Saint Louis,MO,100
FedEx Corp.,Memphis,TN,85
Fenwick & West LLP,Mountain View,CA,100
Fidelity National Financial Corp.,Jacksonville,FL,100
Fidelity National Information Services Inc.,Jacksonville,FL,100
Fifth Third Bancorp,Cincinnati,OH,100
Financial Industry Regulatory Authority Inc.,Washington DC,DC,100
"Finnegan Henderson Farabow	 Garrett & Dunner LLP",Washington DC,DC,100
First American Financial Corp.,Santa Ana,CA,90
First Data Corp.,Atlanta,GA,85
First Horizon National Corp.,Memphis,TN,85
FirstEnergy Corp.,Akron,OH,85
Fish & Richardson PC,Boston,MA,100
Fleishman-Hillard Inc.,St. Louis,MO,100
Fluor Corp.,Irving,TX,75
FMC Technologies Inc.,Houston,TX,100
Foley & Lardner LLP,Milwaukee,WI,100
Foley Hoag LLP,Boston,MA,100
Foot Locker Inc.,New York,NY,100
Ford Motor Co.,Dearborn,MI,90
Fossil Inc.,Richardson,TX,75
Franklin Resources Inc.,San Mateo,CA,100
Fredrikson & Byron,Minneapolis,MN,95
Freeport-McMoRan Copper & Gold Inc.,Phoenix,AZ,95
Freescale Semiconductor Inc.,Austin,TX,75
Fried Frank Harris Shriver & Jacobson LLP,New York,NY,100
Frost Brown Todd LLC,Cincinnati,OH,100
Galloway Johnson Tompkins Burr & Smith PLC,New Orleans,LA,90
GameStop Corp.,Grapevine,TX,70
Gannett Co. Inc.,McLean,VA,95
Gap Inc.,San Francisco,CA,100
Gastronomy Inc.,Salt Lake City,UT,50
Genentech Inc.,South San Francisco,CA,100
General Cable Corp.,Highland Heights,KY,90
General Dynamics Corp.,Falls Church,VA,100
General Electric Co.,Boston,MA,100
General Mills Inc.,Minneapolis,MN,100
General Motors Co.,Detroit,MI,100
Genesco Inc.,Nashville,TN,75
Genuine Parts Co.,Atlanta,GA,80
Genworth Financial Inc.,Richmond,VA,100
Giant Eagle Inc.,Pittsburgh,PA,100
Gibson Dunn & Crutcher LLP,Los Angeles,CA,100
Gilead Sciences Inc.,Foster City,CA,100
GlaxoSmithKline LLC,Research Triangle Park,NC,100
Global Partners,Waltham,MA,35
Goldman Sachs Group The,New York,NY,100
Goodwin Procter LLP,Boston,MA,100
Goodyear Tire & Rubber Co.,Akron,OH,100
Google Inc.,Mountain View,CA,100
Gordon & Rees LLP,San Francisco,CA,100
Goulston & Storrs,Boston,MA,100
Graham Holdings,Arlington,VA,25
Grant Thornton LLP,Chicago,IL,100
Graybar Electric Company Inc.,St. Louis,MO,100
Greenberg Traurig LLP,New York,NY,100
Group 1 Automotive,Houston,TX,80
Group Health Cooperative,Seattle,WA,85
Groupon Inc.,Chicago,IL,85
Guardian Life Insurance Co. of America  The,New York,NY,100
H&M Hennes & Mauritz AB,North Arlington,NJ,70
H&R Block Inc.,Kansas City,MO,100
H.E. Butt Grocery Co.,San Antonio,TX,70
Hachette Book Group,New York,NY,100
Halliburton Co.,Houston,TX,10
Hallmark Cards Inc.,Kansas City,MO,100
Hanesbrands Inc.,Winston-Salem,NC,90
Hanover Insurance Group Inc.,Worcester,MA,90
Harley-Davidson Inc.,Milwaukee,WI,20
Harman International Industries Inc.,Stamford,CT,100
Harris Corp.,Melbourne,FL,100
Hartford Financial Services Group Inc. The,Hartford,CT,100
Harvard Pilgrim Health Care Inc.,Wellesley,MA,100
Hasbro Inc.,Pawtucket,RI,100
Hawaiian Airlines Inc.,Honolulu,HI,100
Haynes and Boone LLP,Dallas,TX,95
HCA - Hospital Corporation of America,Nashville,TN,90
HD Supply,Atlanta,GA,65
Health Care Service Corp.,Chicago,IL,100
Health Net Inc.,Woodland Hills,CA,55
HealthSouth Corp.,Birmingham,AL,55
Henry Schein Inc.,Melville,NY,100
HERE North America LLC,Chicago,IL,100
Herman Miller Inc.,Zeeland,MI,100
Herrick Feinstein LLP,New York,NY,90
Hershey Co. The,Hershey,PA,100
Hertz Global Holdings Inc.,Park Ridge,NJ,55
Hess Corp.,New York,NY,100
Hewlett Packard Enterprise Co.,Palo Alto,CA,100
Highmark Inc.,Pittsburgh,PA,100
Hilton Worldwide Inc.,McLean,VA,100
Hinshaw & Culbertson LLP,Chicago,IL,100
Hogan Lovells US LLP,Washington DC,DC,100
Holland & Hart LLP,Denver,CO,100
Holland & Knight LLP,Brandon,FL,100
HollyFrontier Corp.,Dallas,TX,100
Home Depot Inc. The,Atlanta,GA,100
Honda North America Inc.,Marysville,OH,90
Honeywell International Inc.,Morris Township,NJ,75
Horizon Healthcare Services Inc.,Newark,NJ,90
Hormel Foods Corp.,Austin,MN,100
Hortonworks Inc.,Santa Clara,CA,65
Host Hotels & Resorts Inc.,Bethesda,MD,85
Houghton Mifflin Harcourt Publishing Co.,Boston,MA,95
Howard & Howard Attorneys PLLC,Kalamazoo,MI,100
HP Inc.,Palo Alto,CA,100
HRG Group,New York,NY,100
HSBC USA,New York,NY,100
HSN Inc.,St. Petersburg,FL,100
Hughes Hubbard & Reed LLP,New York,NY,100
Humana Inc.,Louisville,KY,100
Huntington Bancshares Inc.,Columbus,OH,100
Huntington Ingalls Industries,Newport News,VA,85
Hunton & Williams LLP,Washington DC,DC,95
Huntsman Corp.,The Woodlands,TX,100
Huron Consulting Group Inc.,Chicago,IL,100
Husch Blackwell LLP,St. Louis,MO,100
Hyatt Hotels Corp.,Chicago,IL,100
Hyundai Motor America,Fountain Valley,CA,100
IAC/InterActiveCorp.,New York,NY,100
IBM Corp.,Armonk,NY,100
Icahn Enterprises LP,New York,NY,15
iHeartMedia Inc.,San Antonio,TX,55
IHS Markit Ltd.,New York,NY,100
IKEA Holding US Inc.,Conshohocken,PA,100
Illinois Tool Works Inc.,Glenview,IL,100
Imation Corp.,Oakdale,MN,45
Infosys Limited Inc.,Plano,TX,85
Ingersoll-Rand Company,Davidson,NC,100
Ingram Micro,Irvine,CA,70
Ingredion Inc.,Westchester,IL,95
Insight Enterprises Inc.,Tempe,AZ,65
Instacart Inc.,San Francisco,CA,65
Intel Corp.,Santa Clara,CA,100
InterContinental Hotels Group Americas,Atlanta,GA,45
International Paper Co.,Memphis,TN,100
Interpublic Group of Companies Inc.,New York,NY,100
INTL FCStone Inc.,New York,NY,55
Intuit Inc.,Mountain View,CA,100
Invesco Ltd.,Atlanta,GA,55
ITT Corp.,White Plains,NY,75
J.B. Hunt Transport Services Inc.,Lowell,AR,20
J. M. Smucker Co.,Orrville,OH,70
J.C. Penney Co. Inc.,Plano,TX,100
Jabil Circuit Inc.,St. Petersburg,FL,85
Jackson Walker LLP,Dallas,TX,100
Jacobs Engineering Group Inc.,Pasadena,CA,100
Jenner & Block LLP,Chicago,IL,100
JetBlue Airways Corp.,Long Island City,NY,100
JLL,Chicago,IL,100
John Hancock Financial Services Inc.,Boston,MA,100
Johnson & Johnson,New Brunswick,NJ,100
Johnson Controls Inc.,Milwaukee,WI,75
JPMorgan Chase & Co.,New York,NY,100
K&L Gates LLP,Pittsburgh,PA,100
Kaiser Permanente,Oakland,CA,100
Kate Spade & Company,New York,NY,75
Katten Muchin Rosenman LLP,Chicago,IL,100
Kaye Scholer LLP,New York,NY,100
KB Home,Los Angeles,CA,35
KBR Inc.,Houston,TX,20
Kelley Drye & Warren LLP,New York,NY,90
Kellogg Co.,Battle Creek,MI,100
Kelly Services Inc.,Troy,MI,95
Kenneth Cole Productions Inc.,New York,NY,85
Kenyon & Kenyon,New York,NY,100
Keurig Green Mountain,Waterbury,VT,100
KeyCorp,Cleveland,OH,100
Kilpatrick Townsend & Stockton LLP,Atlanta,GA,100
Kimberly-Clark Corp.,Irving,TX,100
Kimpton Hotel & Restaurant Group LLC,San Francisco,CA,100
Kinder Morgan Inc.,Houston,TX,95
Kindred Healthcare Inc.,Louisville,KY,20
King & Spalding LLP,Atlanta,GA,100
Kirkland & Ellis LLP,Chicago,IL,100
KKR & Co. L.P.,New York,NY,90
KLA-Tencor Corp.,Milpitas,CA,90
Kohl’s Corp.,Menomonee Falls,WI,80
KPMG LLP,New York,NY,100
Kraft Heinz Company  The,Pittsburgh,PA,90
Kramer Levin Naftalis & Frankel LLP,New York,NY,100
Kroger Co. The,Cincinnati,OH,95
Kutak Rock LLP,Omaha,NE,100
L Brands Inc.,Columbus,OH,100
L.L. Bean Inc.,Freeport,ME,55
L3 Communications Holdings Inc.,New York,NY,65
Laboratory Corporation of America Holdings,Burlington,NC,100
Laclede Group Inc. The,St. Louis,MO,100
Land O'Lakes Inc.,Arden Hills,MN,100
Lane Powell PC,Seattle,WA,100
Lansing Trade Group,Overland Park,KS,100
Las Vegas Sands Corp.,Las Vegas,NV,90
Latham & Watkins LLP,New York,NY,100
Lear Corp.,Southfield,MI,100
LeClairRyan,Richmond,VA,100
Legg Mason Inc.,Baltimore,MD,90
Lend Lease Americas Inc.,New York,NY,100
Lennar Corp.,Miami,FL,100
LENOVO (UNITED STATES) INC.,Morrisville,NC,100
Leo Burnett Company Inc.,Chicago,IL,100
Leucadia National Corporation,New York,NY,100
Level 3 Communications Inc.,Broomfield,CO,90
Levi Strauss & Co.,San Francisco,CA,100
LexisNexis Group,New York,NY,85
Lemark International Inc.,Lexington,KY,100
Liberty Interactive Corp.,Englewood,CO,95
Liberty Mutual Group,Boston,MA,100
LifePoint Health Inc.,Brentwood,TN,30
Lincoln National Corp.,Radnor,PA,100
Lindquist & Vennum LLP,Minneapolis,MN,100
LinkedIn,Mountain View,CA,100
Lithia Motors Inc.,Medford,OR,75
Littler Mendelson PC,San Francisco,CA,100
Live Nation Inc.,Beverly Hills,CA,85
LKQ Corp.,Chicago,IL,55
Locke Lord LLP,Dallas,TX,100
Lockheed Martin Corp.,Bethesda,MD,100
Loeb & Loeb LLP,Los Angeles,CA,75
Loews Corp.,New York,NY,70
L'Oréal USA Inc.,New York,NY,85
Lowenstein Sandler LLP,New York,NY,100
Lowe’s Companies Inc.,Mooresville,NC,100
LPL Financial Holdings Inc.,Boston,MA,85
Lubrizol Corp.,Wickliffe,OH,100
M&T Bank Corp.,Buffalo,NY,100
Macy’s Inc.,Cincinnati,OH,100
Mallinckrodt LLC,Hazelwood,MO,90
Manatt Phelps & Phillips LLP,Los Angeles,CA,90
ManpowerGroup,Milwaukee,WI,100
Marathon Oil Corp.,Houston,TX,90
Marathon Petroleum Corp.,Findlay,OH,90
Marriott International Inc.,Bethesda,MD,100
Mars Inc.,Mt. Olive,NJ,100
Marsh & McLennan Companies Inc.,New York,NY,100
Masco Corp.,Taylor,MI,60
Massachusetts Mutual Life Insurance Co.,Springfield,MA,100
MasterCard Inc.,Purchase,NY,100
Mattel Inc.,El Segundo,CA,100
Mayer Brown LLP,Chicago,IL,100
McCarter & English LLP,Newark,NJ,85
McCormick & Company Inc.,Sparks,MD,90
McDermott Will & Emery LLP,Chicago,IL,100
McDonald’s Corp.,Oak Brook,IL,100
McGraw-Hill Global Education Holdings LLC,New York,NY,100
McGuireWoods LLP,Richmond,VA,85
McKesson Corp.,San Francisco,CA,100
McKinsey & Co. Inc.,New York,NY,100
Mediavest | Spark,New York,NY,100
Medtronic PLC,Minneapolis,MN,100
Meijer Inc.,Grand Rapids,MI,95
Merck & Co. Inc.,Kenilworth,NJ,100
Mesirov Financial Holdings Inc.,Chicago,IL,100
MetLife Inc.,New York,NY,100
MGM Resorts International,Las Vegas,NV,95
Michael Best & Friedrich LLP,Milwaukee,WI,100
Micron Technology Inc.,Boise,ID,95
