Employer,City,State,CEI Rating
E.I. du Pont de Nemours and Co. (DuPont),Wilmington,DE,100
EAB,Washington DC,DC,100
Eastern Bank Corp.,Boston,MA,100
Eastman Chemical Co.,Kingsport,TN,90
Eastman Kodak Co.,Rochester,NY,100
Eaton Corp.,Cleveland,OH,100
Eaton Vance,Boston,MA,100
eBay Inc.,San Jose,CA,100
Ecolab Inc.,St. Paul,MN,100
Edison International,Rosemead,CA,100
Edward Jones,Des Peres,MO,100
Electronic Arts Inc.,Redwood City,CA,100
Eli Lilly & Co.,Indianapolis,IN,100
EMCOR Group Inc.,Norwalk,CT,85
EMD Serono MilliporeSigma and EMD Performance Materials,Burlington,MA,90
Emerson Electric Co.,St. Louis,MO,95
Emmis Communications Corporation,Indianapolis,IN,100
Empower Retirement,Greenwood Village,CO,85
Enbridge,Houston,TX,100
Encova Insurance,Columbus,OH,100
Energy Transfer Equity L.P.,Dallas,TX,20
Entergy Corp.,New Orleans,LA,85
Enterprise Holdings Inc.,St. Louis,MO,100
Enterprise Products Partners L.P.,Houston,TX,95
Envision Healthcare Holdings Inc.,Nashville,TN,20
EOG Resources,Houston,TX,20
Epsilon Data Management LLC,Irving,TX,100
Epstein Becker & Green PC,New York,NY,80
EQT Corporation,Pittsburgh,PA,100
Ericsson Inc.,Plano,TX,90
Erie Insurance Group,Erie,PA,90
Ernst & Young LLP,New York,NY,100
Estee Lauder Companies Inc. The,New York,NY,100
Esurance Inc.,San Francisco,CA,75
Ethan Allen Interiors Inc.,Danbury,CT,75
Etsy Inc.,Brooklyn,NY,100
Eversheds Sutherland (US) LLP,Atlanta,GA,100
Eversource Energy,Springfield,MA,85
Evolent Health Inc.,Arlington,VA,95
Excellus Health Plan Inc.,Rochester,NY,90
Exelon Corp.,Chicago,IL,100
Expedia Group,Bellevue,WA,100
Expeditors International of Washington DC Inc.,Seattle,WA,20
Experian North America,Costa Mesa,CA,100
Exxon Mobil Corp.,Irving,TX,85
Facebook Inc.,Menlo Park,CA,100
FactSet Research Systems Inc.,Norwalk,CT,100
Faegre Baker Daniels,Chicago,IL,100
Farmers Insurance Group,Woodland Hills,CA,100
FCA US LLC,Auburn Hills,MI,100
Federal Home Loan Mortgage Corp. (Freddie Mac),McLean,VA,100
Federal National Mortgage Association (Fannie Mae),Washington DC,DC,100
Federal Reserve Bank of Atlanta,Atlanta,GA,100
Federal Reserve Bank of Boston,Boston,MA,100
Federal Reserve Bank of Chicago,Chicago,IL,100
Federal Reserve Bank of Cleveland,Cleveland,OH,100
Federal Reserve Bank of Kansas City,Kansas City,MO,95
Federal Reserve Bank of Minneapolis,Minneapolis,MN,100
Federal Reserve Bank of New York,New York,NY,100
Federal Reserve Bank of Philadelphia,Philadelphia,PA,100
Federal Reserve Bank of Richmond,Richmond,VA,100
Federal Reserve Bank of San Francisco,San Francisco,CA,100
Federal Reserve Bank of St Louis,Saint Louis,MO,100
FedEx Corp.,Memphis,TN,85
Fenwick & West LLP,Mountain View,CA,100
Fidelity Investments,Boston,MA,85
Fidelity National Financial Corp.,Jacksonville,FL,20
Fidelity National Information Services Inc.,Jacksonville,FL,100
Fifth Third Bancorp,Cincinnati,OH,100
Financial Industry Regulatory Authority Inc.,Washington DC,DC,100
Finnegan Henderson Farabow Garrett & Dunner LLP,Washington DC,DC,100
Firmenich Inc.,Plainsboro,NJ,80
First American Financial Corp.,Santa Ana,CA,100
First Horizon National Corp.,Memphis,TN,75
FirstEnergy Corp.,Akron,OH,80
Fish & Richardson PC,Boston,MA,100
Fisher & Phillips LLP,Atlanta,GA,70
Fleishman-Hillard Inc.,St. Louis,MO,100
Fluor Corp.,Irving,TX,60
FMC Corp.,Philadelphia,PA,100
Foley & Lardner LLP,Milwaukee,WI,100
Foley Hoag LLP,Boston,MA,100
Food Lion,Salisbury,NC,100
Foot Locker Inc.,New York,NY,20
Ford Motor Co.,Dearborn,MI,90
Fortive Corp.,Everett,WA,100
Fossil Group Inc.,Richardson,TX,100
Fox Corporation,New York,NY,100
Fox Rothschild LLP,Philadelphia,PA,100
Franklin Templeton Investments,San Mateo,CA,100
Fredrikson & Byron,Minneapolis,MN,100
Freeport-McMoRan Copper & Gold Inc.,Phoenix,AZ,100
Fried Frank Harris Shriver & Jacobson LLP,New York,NY,100
Frontier Communications,Norwalk,CT,20
Frost Brown Todd LLC,Cincinnati,OH,100
Fujitsu America Inc.,Richardson,TX,100
Galloway Johnson Tompkins Burr & Smith PLC,New Orleans,LA,100
GameStop Corp.,Grapevine,TX,100
Gannett Co. Inc.,McLean,VA,100
Gap Inc.,San Francisco,CA,100
Gartner Inc.,Stamford,CT,100
Gastronomy Inc.,Salt Lake City,UT,30
GE Appliances,Louisville,KY,100
Genentech Inc.,South San Francisco,CA,100
General Dynamics Corp.,Falls Church,VA,60
General Electric Co.,Boston,MA,100
General Mills Inc.,Minneapolis,MN,100
General Motors Co.,Detroit,MI,100
Genesco Inc.,Nashville,TN,100
Genuine Parts Co.,Atlanta,GA,20
Genworth Financial Inc.,Richmond,VA,100
Giant Eagle Inc.,Pittsburgh,PA,100
GIANT Food Stores LLC,Carlisle,PA,100
Giant of Maryland LLC,Landover,MD,100
Gibson Dunn & Crutcher LLP,Los Angeles,CA,100
Gilead Sciences Inc.,Foster City,CA,100
GlassBridge Enterprises Inc.,Oakdale,MN,100
GlaxoSmithKline LLC,Research Triangle Park,NC,100
Global Partners,Waltham,MA,20
Global Payments Inc.,Atlanta,GA,100
GODADDY Inc.,Scottsdale,AZ,100
Goldman Sachs Group Inc. The,New York,NY,100
Goodwin Procter LLP,Boston,MA,100
Goodyear Tire & Rubber Co.,Akron,OH,90
Google Inc.,Mountainview,CA,100
Gordon Rees Scully Mansukhani LLP,San Francisco,CA,100
Goulston & Storrs,Boston,MA,100
Grant Thornton LLP,Chicago,IL,100
Graybar Electric Company Inc.,St. Louis,MO,20
Great River Energy,Maple Grove,MN,60
Greenberg Traurig LLP,New York,NY,100
Group 1 Automotive,Houston,TX,20
Groupon Inc.,Chicago,IL,100
Guardian Life Insurance Co. of America The,New York,NY,100
Guess? Inc.,Los Angeles,CA,90
Guidehouse Inc.,Washington DC,DC,100
H&R Block Inc.,Kansas City,MO,30
Hachette Book Group,New York,NY,30
Hain Celestial Group Inc.,Lake Success,NY,80
Halliburton Co.,Houston,TX,90
Hallmark Cards Inc.,Kansas City,MO,100
Hannaford Supermarkets,Scarborough,ME,100
Hanover Insurance Group The,Worcester,MA,100
Harley-Davidson Inc.,Milwaukee,WI,90
Hartford Financial Services Group Inc. The,Hartford,CT,100
Harvard Pilgrim Health Care Inc.,Wellesley,MA,100
Hasbro Inc.,Pawtucket,RI,100
Haven Behavioral Healthcare,Nashville,TN,100
Hawaiian Airlines Inc.,Honolulu,HI,85
Haynes and Boone LLP,Dallas,TX,100
HCA - Hospital Corporation of America,Nashville,TN,70
HD Supply,Atlanta,GA,30
Health Care Service Corp.,Chicago,IL,100
Henry Schein Inc.,Melville,NY,100
HERE North America LLC,Chicago,IL,100
Herman Miller Inc.,Zeeland,MI,100
Herrick Feinstein LLP,New York,NY,85
Hershey Co. The,Hershey,PA,100
Hertz Global Holdings Inc.,Estero,FL,100
Hess Corp.,New York,NY,85
Hewlett Packard Enterprise Co.,San Jose,CA,100
Highmark Blue Cross Blue Shield Delaware,Wilmington,DE,100
Highmark Inc.,Pittsburgh,PA,100
Highmark West Virginia,Parkersburg,WV,100
Hilti Inc.,Plano,TX,90
HILTON,McLean,VA,100
Hinshaw & Culbertson LLP,Chicago,IL,100
Hiscox USA,New York,NY,95
Hitachi Consulting Corp.,Dallas,TX,90
Hogan Lovells US LLP,Washington DC,DC,100
Holland & Hart LLP,Denver,CO,100
Holland & Knight LLP,Brandon,FL,100
HollyFrontier Corp.,Dallas,TX,90
Home Depot Inc. The,Atlanta,GA,90
Honda North America Inc.,Marysville,OH,90
Honeywell International Inc.,Morris Plains,NJ,100
Horizon Blue Cross Blue Shield of New Jersey,Newark,NJ,100
Hormel Foods Corp.,Austin,MN,95
Host Hotels & Resorts Inc.,Bethesda,MD,85
Houghton Mifflin Harcourt Co.,Boston,MA,100
Howard & Howard Attorneys PLLC,Royal Oak,MI,60
HP Inc.,Palo Alto,CA,100
HRG Group,New York,NY,0
HSBC USA,New York,NY,100
Hughes Hubbard & Reed LLP,New York,NY,90
Humana Inc.,Louisville,KY,100
Huntington Bancshares Inc.,Columbus,OH,90
Huntington Ingalls Industries,Newport News,VA,90
Hunton Andrews Kurth LLP,Washington DC,DC,95
Huntsman Corp.,The Woodlands,TX,100
Huron Consulting Group Inc.,Chicago,IL,100
Husch Blackwell LLP,St. Louis,MO,100
Hyatt Hotels Corp.,Chicago,IL,100
Hyundai Motor America,Fountain Valley,CA,100
IAC/InterActiveCorp.,New York,NY,100
IBM Corp.,Armonk,NY,100
Icahn Enterprises L.P.,New York,NY,60
Ice Miller LLP,Indianapolis,IN,100
iHeartMedia Inc.,San Antonio,TX,95
IHS Markit Ltd.,New York,NY,100
IKEA Holding US Inc.,Conshohocken,PA,100
Illinois Tool Works Inc.,Glenview,IL,60
Illumina,San Diego,CA,100
Indeed Inc.,Austin,TX,100
Infor PLC,New York,NY,100
Information Resources Inc.,Chicago,IL,100
Infosys Limited,Plano,TX,85
Ingersoll-Rand Company,Davidson,NC,90
Ingram Micro,Irvine,CA,100
Insight Enterprises Inc.,Tempe,AZ,85
Instacart,San Francisco,CA,100
Intel Corp.,Santa Clara,CA,100
Intercontinental Exchange,Atlanta,GA,20
InterContinental Hotels Group Americas,Atlanta,GA,100
International Flavors & Fragrances,New York,NY,100
International Paper Co.,Memphis,TN,30
Interpublic Group of Companies Inc.,New York,NY,100
INTL FCStone Inc.,New York,NY,20
Intrado,Omaha,NE,85
Intuit Inc.,Mountain View,CA,100
Invesco Ltd.,Atlanta,GA,85
Iron Mountain Inc.,Boston,MA,100
J. B. Hunt Transport Services Inc.,Lowell,AR,20
J. Crew Group Inc.,New York,NY,100
J. M. Smucker Co.,Orrville,OH,55
J.C. Penney Co. Inc.,Plano,TX,80
Jabil Circuit Inc.,St. Petersburg,FL,55
Jackson Lewis PC,New York,NY,95
Jackson Walker LLP,Dallas,TX,75
Jacobs Engineering Group Inc.,Dallas,TX,100
Janus Henderson Investors,Chicago,IL,100
Jenner & Block LLP,Chicago,IL,100
JetBlue Airways Corp.,Long Island City,NY,90
JLL,Chicago,IL,100
John Hancock Financial Services Inc.,Boston,MA,100
John Wiley & Sons Inc.,Hoboken,NJ,100
Johnson & Johnson,New Brunswick,NJ,100
Johnson Controls Inc.,Milwaukee,WI,100
JPMorgan Chase & Co.,New York,NY,100
JSX Corporation (JSX and JetSuite),Dallas,TX,90
K&L Gates LLP,Pittsburgh,PA,100
Kabbage Inc.,Atlanta,GA,100
Kaiser Permanente,Oakland,CA,100
Katten Muchin Rosenman LLP,Chicago,IL,100
KB Home,Los Angeles,CA,100
Kelley Drye & Warren LLP,New York,NY,30
Kellogg Co.,Battle Creek,MI,100
Kelly Services Inc.,Troy,MI,100
Kenneth Cole Productions Inc.,New York,NY,90
Kering Americas Inc.,New York,NY,100
Keurig Dr Pepper Inc.,Plano,TX,90
KeyCorp,Cleveland,OH,100
Kilpatrick Townsend & Stockton LLP,Atlanta,GA,100
Kimberly-Clark Corp.,Irving,TX,100
Kimpton Hotel & Restaurant Group LLC,San Francisco,CA,90
Kinder Morgan Inc.,Houston,TX,20
Kindred Healthcare,Louisville,KY,70
King & Spalding LLP,Atlanta,GA,100
Kirkland & Ellis LLP,Chicago,IL,100
KKR & Co. LP,New York,NY,100
KLA-Tencor Corp.,Milpitas,CA,30
Kobre & Kim,New York,NY,100
Kohler Co.,Kohler,WI,90
Kohl's Corp.,Menomonee Falls,WI,90
Komatsu Mining Corp.,Milwaukee,WI,100
Korn Ferry,Los Angeles,CA,100
KPMG LLP,New York,NY,100
Kraft Heinz Company The,Chicago,IL,90
Kramer Levin Naftalis & Frankel LLP,New York,NY,100
Kroger Co. The,Cincinnati,OH,100
Kutak Rock LLP,Omaha,NE,100
L Brands Inc.,Columbus,OH,100
L.L. Bean Inc.,Freeport,ME,50
L3 Harris Technologies,Melbourne,FL,100
Laboratory Corporation of America Holdings,Burlington,NC,100
Laclede Group Inc. The,St. Louis,MO,60
Lam Research Corp.,Fremont,CA,100
Land O'Lakes Inc.,Arden Hills,MN,90
Lane Powell PC,Seattle,WA,100
Las Vegas Sands Corp.,Las Vegas,NV,20
Latham & Watkins LLP,New York,NY,100
Lathrop Gage LLP,Kansas City,MO,95
Lear Corp.,Southfield,MI,90
LeClairRyan,Richmond,VA,0
Legg Mason Inc.,Baltimore,MD,100
Leidos Holdings,Reston,VA,100
Lendlease Americas Inc.,New York,NY,100
Lennar Corp.,Miami,FL,20
LENOVO (UNITED STATES) INC.,Morrisville,NC,100
Leo Burnett Company Inc.,Chicago,IL,100
Leucadia National Corporation,New York,NY,100
Levi Strauss & Co.,San Francisco,CA,95
LexisNexis Legal & Professional,New York,NY,100
Lexmark International Inc.,Lexington,KY,90
Liberty Interactive Corp.,Englewood,CO,100
Liberty Mutual Group,Boston,MA,100
LifePoint Health,Brentwood,TN,100
LifePoint National Corp.,Radnor,PA,100
Linde,Danbury,CT,90
LinkedIn,Sunnyvale,CA,100
Lions Gate Entertainment Corp.,Santa Monica,CA,100
Lithia Motors Inc.,Medford,OR,100
Littler Mendelson PC,San Francisco,CA,100
Live Nation Entertainment Inc.,Beverly Hills,CA,100
LKQ Corp.,Chicago,IL,100
Locke Lord LLP,Dallas,TX,100
Lockheed Martin Corp.,Bethesda,MD,100
Loeb & Loeb LLP,Los Angeles,CA,100
Loews Corp.,New York,NY,55
Lord Abbett & Co. LLC,Jersey City,NJ,80
