Employer,City,State,CEI Rating
Foot Locker Inc.,New York,NY,15
Ford Motor Co.,Dearborn,MI,100
Fortune Brands Inc.,Deerfield,IL,15
Franklin Resources Inc.,San Mateo,CA,40
Freeport-McMoRan Copper & Gold Inc.,Phoenix,AZ,0
Freescale Semiconductor Inc.,Austin,TX,80
Fried  Frank Harris Shriver & Jacobson LLP,New York,NY,100
Frontier Oil Corp.,Houston,TX,0
Frost Brown Todd LLC,Cincinnati,OH,90
Fulbright & Jaworski LLP,Houston,TX,90
Galloway Johnson Tompkins Burr & Smith PLLC,New Orleans,LA,30
GameStop Corp.,Grapevine,TX,75
Gannett Co. Inc.,McLean,VA,45
Gap Inc.,San Francisco,CA,100
Gastronomy Inc.,Salt Lake City,UT,70
Genentech Inc.,South San Francisco,CA,100
General Cable Corp.,Highland Heights,KY,30
General Dynamics Corp.,Falls Church,VA,85
General Electric Co.,Fairfield,CT,60
General Mills Inc.,Minneapolis,MN,100
General Motors Co.,Detroit,MI,85
Genuine Parts Co.,Atlanta,GA,15
Genworth Financial Inc.,Richmond,VA,30
Genzyme Corp.,Cambridge,MA,100
Gibson Dunn & Crutcher LLP,Los Angeles,CA,100
Gilead Sciences Inc.,Foster City,CA,100
GlaxoSmithKline plc,Philadelphia,PA,100
Global Partners,Waltham,MA,0
Goldman Sachs Group Inc. The,New York,NY,100
Goodrich Corp.,Charlotte,NC,90
Goodwin Procter LLP,Boston,MA,100
Goodyear Tire & Rubber Co.,Akron,OH,15
Google Inc.,Mountain View,CA,95
Gordon & Rees LLP,San Francisco,CA,90
Goulston & Storrs,Boston,MA,100
Grant Thornton LLP,Chicago,IL,65
Graybar Electric Company,St. Louis,MO,15
Great Atlantic & Pacific Tea Co. The,Montvale,NJ,15
Greenberg Traurig LLP,Miami,FL,85
Group 1 Automotive,Houston,TX,0
Group Health Cooperative,Seattle,WA,30
Group Health Permanente,Seattle,WA,30
Guardian Life Insurance Co. of America,New York,NY,35
H&R Block Inc.,Kansas City,MO,50
H.E. Butt Grocery Co.,San Antonio,TX,40
H.J. Heinz Co.,Pittsburgh,PA,65
Hain Celestial Group Inc.,Melville,NY,65
Halliburton Co.,Houston,TX,0
Hallmark Cards Inc.,Kansas City,MO,90
Hanesbrands Inc.,Winston-Salem,NC,60
Hanover Direct Inc.,Weehawken,NJ,60
Harley-Davidson Inc.,Milwaukee,WI,75
Harris Corp.,Melbourne,FL,30
Harris Interactive Inc.,New York,NY,70
Harry & David Holdings Inc.,Medford,OR,0
Hartford Financial Services Group Inc. The,Hartford,CT,90
Harvard Pilgrim Health Care Inc.,Wellesley,MA,85
Hasbro Inc.,Pawtucket,RI,85
Haynes and Boone LLP,Dallas,TX,85
HCA - Hospital Corporation of America,Nashville,TN,15
Health Care Service Corp.,Chicago,IL,15
Health Management Associates Inc.,Naples,FL,0
Health Net Inc.,Woodland Hills,CA,80
Henry Schein,Melville,NY,70
Herman Miller Inc.,Zeeland,MI,100
Herrick Feinstein LLP,New York,NY,75
Hershey Co. The,Hershey,PA,85
Hertz Global Holdings Inc.,Park Ridge,NJ,65
Hess Corp.,New York,NY,15
Hewlett-Packard Co.,Palo Alto,CA,100
Hilton Hotels Corp.,Beverly Hills,CA,60
Hinshaw & Culbertson LLP,Chicago,IL,100
Hogan Lovells US LLP,Washington DC,DC,100
Holland & Hart LLP,Denver,CO,75
Holland & Knight LLP,Tampa,FL,90
Holly Corp.,Dallas,TX,0
Holme Roberts & Owen LLP,Denver,CO,45
Home Depot Inc. The,Atlanta,GA,85
Honeywell International Inc.,Morris Township,NJ,85
Hormel Foods Corp.,Austin,MN,75
Hospira Inc.,Lake Forest,IL,30
Host Hotels & Resorts Inc.,Bethesda,MD,30
Houghton Mifflin Harcourt Publishing Co.,Boston,MA,25
Howard & Howard Attorneys PLLC,Kalamazoo,MI,60
Howrey LLP,Washington DC,DC,0
HSBC - North America,New York,NY,90
Humana Inc.,Louisville,KY,90
Huntington Bancshares Inc.,Columbus,OH,90
Hunton & Williams LLP,Washington DC,DC,90
Huntsman Corp.,Salt Lake City,UT,90
Husch Blackwell LLP,Kansas City,MO,100
Hyatt Hotels Corp.,Chicago,IL,60
Icahn Enterprises LP,New York,NY,15
Illinois Tool Works Inc.,Glenview,IL,60
Imation Corp.,Oakdale,MN,70
ING North America Insurance Corp.,Atlanta,GA,30
Ingram Micro,Santa Ana,CA,30
Integrys Energy Group Inc.,Chicago,IL,15
Intel Corp.,Santa Clara,CA,95
InterContinental Hotels Group Americas,Atlanta,GA,65
International Assets Holding Corp.,Altamonte Springs,FL,0
International Business Machines Corp. (IBM),Armonk,NY,100
International Paper Co.,Memphis,TN,85
Interpublic Group of Companies Inc. The,New York,NY,85
Intuit Inc.,Mountain View,CA,100
ITT Corp.,White Plains,NY,85
J.C. Penney Co. Inc.,Plano,TX,85
Jabil Circuit Inc.,St. Petersburg,FL,15
Jacobs Engineering Group Inc.,Pasadena,CA,45
Jarden Corp.,Rye,NY,30
Jenner & Block LLP,Chicago,IL,100
JetBlue Airways Corp.,Forest Hills,NY,90
John Hancock Financial Services Inc.,Boston,MA,80
Johnson & Johnson,New Brunswick,NJ,100
Johnson Controls Inc.,Milwaukee,WI,30
Jones Apparel Group Inc.,New York,NY,15
JPMorgan Chase & Co.,New York,NY,100
K&L Gates LLP,Pittsburgh,PA,100
Kaiser Permanente,Oakland,CA,90
Katten Muchin Rosenman LLP,Chicago,IL,85
Kaye Scholer LLP,New York,NY,90
KB Home,Los Angeles,CA,50
KBR Inc.,Houston,TX,60
Keane Inc.,Boston,MA,25
Kelley Drye & Warren LLP,New York,NY,100
Kellogg Co.,Battle Creek,MI,90
Kelly Services Inc.,Troy,MI,30
Kenneth Cole Productions Inc.,New York,NY,90
KeyCorp,Cleveland,OH,85
Kilpatrick Townsend & Stockton LLP,Atlanta,GA,90
Kimberly-Clark Corp.,Irving,TX,100
Kimpton Hotel & Restaurant Group Inc.,San Francisco,CA,100
Kinder Morgan Inc.,Houston,TX,15
Kindred Healthcare,Louisville,KY,15
King & Spalding LLP,Atlanta,GA,90
Kirkland & Ellis LLP,Chicago,IL,100
KLA-Tencor Corp.,Milpitas,CA,35
Kohl's Corp.,Menomonee Falls,WI,35
KPMG LLP,New York,NY,100
Kraft Foods Inc.,Northfield,IL,85
Kramer Levin Naftalis & Frankel LLP,New York,NY,100
Kroger Co. The,Cincinnati,OH,55
Kutak Rock LLP,Omaha,NE,90
L.L. Bean Inc.,Freeport,ME,65
L-3 Communications Holdings,New York,NY,15
Laboratory Corporation of America Holdings,Burlington,NC,15
Laclede Group Inc. The,St. Louis,MO,45
Land O'Lakes Inc.,Arden Hills,MN,50
Las Vegas Sands Corp.,Las Vegas,NV,15
Latham & Watkins LLP,New York,NY,85
Lear Corp.,Southfield,MI,100
Levi Strauss & Co.,San Francisco,CA,90
LexisNexis Group,Miamisburg,OH,90
Lexmark International Inc.,Lexington,KY,90
Liberty Global Inc.,Englewood,CO,15
Liberty Mutual Group,Boston,MA,90
Limited Brands Inc.,Columbus,OH,100
Lincoln National Corp.,Radnor,PA,60
Lindquist & Vennum PLLP,Minneapolis,MN,60
Littler Mendelson PC,San Francisco,CA,100
Live Nation Inc.,Beverly Hills,CA,70
Liz Claiborne Inc.,New York,NY,85
Locke Lord Bissell & Liddell LLP,Chicago,IL,45
Lockheed Martin Corp.,Bethesda,MD,100
Loews Corp.,New York,NY,35
Lowe's Companies Inc.,Mooresville,NC,15
Lubrizol Corporation,Wickliffe,OH,70
Luce Forward Hamilton & Scripps LLP,San Diego,CA,70
Macy's Inc.,Cincinnati,OH,90
Manatt  Phelps & Phillips LLP,Los Angeles,CA,100
ManpowerGroup,Milwaukee,WI,50
Marathon Oil Corp.,Houston,TX,15
Marriott International Inc.,Bethesda,MD,90
Mars Inc.,Mt. Olive,NJ,15
Marsh & McLennan Companies Inc.,New York,NY,90
Massachusetts Mutual Life Insurance Co.,Springfield,MA,90
Masco Corp.,Taylor,MI,60
MasterCard Inc.,Purchase,NY,90
Mattel Inc.,El Segundo,CA,75
Mayer Brown LLP,Chicago,IL,90
Mayo Clinic,Rochester,MN,70
McAfee Inc.,Santa Clara,CA,60
McCarter & English LLP,Newark,NJ,90
McDermott Will & Emery LLP,Chicago,IL,100
McDonald's Corp.,Oak Brook,IL,75
McGraw-Hill Companies Inc. The,New York,NY,90
McGuireWoods LLP,Richmond,VA,90
McKenna Long & Aldridge LLP,Atlanta,GA,85
McKesson Corp.,San Francisco,CA,60
McKinsey & Co. Inc.,New York,NY,100
MDU Resources Group Inc.,Bismarck,ND,50
MeadWestvaco Corp.,Richmond,VA,50
Medco Health Solutions,Franklin Lakes,NJ,80
Medtronic Inc.,Minneapolis,MN,100
Meijer Inc.,Grand Rapids,MI,35
Men's Wearhouse Inc. The,Houston,TX,80
Merck & Co. Inc.,Whitehouse Station,NJ,90
MetLife Inc.,New York,NY,90
MGM Resorts International,Las Vegas,NV,90
Micron Technology Inc.,Boise,ID,15
Microsoft Corp.,Redmond,WA,100
"Milbank Tweed	 Hadley & McCloy LLP",New York,NY,90
MillerCoors LLC,Chicago,IL,80
Mintz Levin Cohn Ferris Glovsky & Popeo PC,Boston,MA,85
Mirant Corp.,Atlanta,GA,0
Mitchell Gold + Bob Williams,Taylorsville,NC,100
Mohawk Industries Inc.,Calhoun,GA,15
Monsanto Co.,St. Louis,MO,80
Moody's Corp.,New York,NY,55
Moore & Van Allen PLLC,Charlotte,NC,70
Morgan Lewis & Bockius LLP,Philadelphia,PA,100
Morgan Stanley,New York,NY,100
Morningstar Inc.,Chicago,IL,90
Morrison & Foerster LLP,San Francisco,CA,100
Mosaic Company,Plymouth,MN,30
Motorola Solutions Inc.,Schaumburg,IL,100
Munger  Tolles & Olson LLP,Los Angeles,CA,60
Murphy Oil,El Dorado,AR,15
Mutual of Omaha Insurance,Omaha,NE,15
Mylan Laboratories Inc.,Canonsburg,PA,15
Nash Finch,Minneapolis,MN,0
National Grid USA,Brooklyn,NY,90
National Oilwell Varco Inc.,Houston,TX,15
Nationwide,Columbus,OH,100
Navigant Consulting Inc.,Chicago,IL,100
Navistar International Corp.,Warrenville,IL,0
NCR Corp.,Duluth,GA,80
Nelson Mullins Riley & Scarborough LLP,Columbia,SC,60
Nestlé Purina PetCare Co.,St. Louis,MO,45
NetApp Inc.,Sunnyvale,CA,90
New York Life Insurance Co.,New York,NY,90
New York Times Co.,New York,NY,90
Newell Rubbermaid Inc.,Atlanta,GA,90
Newmont Mining Corporation,Greenwood Village,CO,15
News Corp.,New York,NY,15
NextEra Energy Inc.,Juno Beach,FL,90
Nielsen Co. The,New York City,NY,90
NII Holdings,Reston,VA,0
Nike Inc.,Beaverton,OR,100
NiSource Inc.,Merrillville,IN,70
Nissan North America Inc.,Franklin,TN,30
Nixon Peabody LLP,New York,NY,90
Nokia Corp.,Irving,TX,70
Nordstrom Inc.,Seattle,WA,100
Norfolk Southern Corp.,Norfolk,VA,100
Nortel Networks Corp.,Richardson,TX,60
Northeast Utilities,Berlin,CT,30
Northern Trust Corp.,Chicago,IL,100
Northrop Grumman Corp.,Falls Church,VA,75
Northwestern Mutual Life Insurance,Milwaukee,WI,50
Novartis Pharmaceuticals Corp.,East Hanover,NJ,75
NRG Energy Inc.,Princeton,NJ,90
Nucor Corp.,Charlotte,NC,0
NV Energy Inc.,Las Vegas,NV,70
NYSE Euronext Inc.,New York,NY,90
Occidental Petroleum,Los Angeles,CA,30
Office Depot Inc.,Boca Raton,FL,100
OfficeMax Inc.,Naperville,IL,85
O'Melveny & Myers LLP,Washington DC,DC,90
Omnicare,Covington,KY,90
Omnicom Group,New York,NY,65
ONEOK Inc.,Tulsa,OK,15
Oracle Corp.,Redwood City,CA,100
Orbitz Worldwide Inc.,Chicago,IL,90
O'Reilly Automotive Inc.,Springfield,MO,60
Orrick Herrington & Sutcliffe LLP,San Francisco,CA,100
Oshkosh Corp.,Oshkosh,WI,60
Owens & Minor Inc.,Mechanicsville,VA,25
Owens Corning,Toledo,OH,100
Owens-Illinois Inc.,Perrysburg,OH,15
Paccar Inc.,Bellevue,WA,15
Pacific Life Insurance Co.,Newport Beach,CA,80
PacifiCorp,Portland,OR,80
Palm Management Corp.,Washington DC,DC,0
Pantry Inc. The,Cary,NC,0
Parker Hannifin Corp.,Cleveland,OH,15
Patterson Belknap Webb & Tyler LLP,New York,NY,100
Patterson Companies (Patterson Dental Supply),St. Paul,MN,60
Patton Boggs LLP,Washington DC,DC,90
Paul Hastings LLP,Los Angeles,CA,100
Paul Weiss Rifkind Wharton & Garrison LLP,New York,NY,100
Peabody Energy Corp.,St. Louis,MO,15
Pearson Inc.,New York,NY,90
Penske Automotive Group,Bloomfield Hills,MI,0
Pep Boys-Manny Moe & Jack,Philadelphia,PA,70
Pepco Holdings Inc.,Washington DC,DC,70
Pepper Hamilton LLP,Philadelphia,PA,90
PepsiCo Inc.,Purchase,NY,95
Perkins + Will Inc.,Chicago,IL,100
Perkins Coie LLP,Seattle,WA,100
Peter Kiewit Sons' Inc.,Omaha,NE,15
PetSmart Inc.,Phoenix,AZ,60
Pfizer Inc.,New York,NY,100
PG&E Corp.,San Francisco,CA,100
Philip Morris International Inc.,New York,NY,90
Pilgrim's Pride Corporation,Pittsburg,TX,0
Pillsbury Winthrop Shaw Pittman LLP,New York,NY,100
Pinnacle West Capital,Phoenix,AZ,35
Pitney Bowes Inc.,Stamford,CT,50
Plains All American Pipeline L.P.,Houston,TX,50
PNC Financial Services Group Inc.,Pittsburgh,PA,90
PNM Resources Inc.,Albuquerque,NM,35
Polaroid Corp.,Waltham,MA,0
Polo Ralph Lauren PC,New York,NY,15
